"ID_PK","ID","Trait_1","Trait_2","Trait_3","Opening_Sentence"
"5662","11633","Nice","Hard working","Good",
"5663","11636","respective","hard working","safe",
"5664","11660","Hard Working","Caring","Trustworthy",
"5665","11639","Friendly","Hard Working","Competent",
"5666","11630","dedicated","hard working","attentive",
"5667","11682","trustworthy","dependable","hard-working",
"5668","11684","patient","respectful","responsible",
"5669","11677","helpful","respectful","patient",
"5670","11696","Honest","Friendly","Hard working",
"5671","11696","Honest","Friendly","Hard working",
"5672","11696","Honest","Friendly","Hard working",
"5673","11689","reliable","hard-working","honest",
"5674","11676","friendly","intelligent","hard working",
"5675","11688","Honest ","Hard Working","Respectful",
"5676","11675","hard-working","respectful","friendly",
"5677","11697","Nice","Hard Working","Talkitive",
"5678","11670","friendly","hard working","energetic",
"5679","11668","hard-working","determined","competent",
"5680","11672","honest","devoted","willing to improve",
"5681","11690","Funny","Caring","Bubbly",
"5682","11686","Smart","Hard working","Friendly",
"5683","11685","friendly","entertaining","hardworking",
"5684","11698","responsible","hard working","loving",
"5685","11691","Outgoing","Hard working","Friendly",
"5686","11666","friendly ","responsible ","honest",
"5687","11702","perky","hard worker","on time",
"5688","11701","a hard worker.","a good listener.","a worker that is excellent at following directions",
"5689","11681","Caring ","Hard worker ","Honest ",
"5705","11750","hard working","determined","dedicated",
"5706","11759","friendly","hard working","respect ful",
"5707","11756","nice ","smart","cometed",
"5708","11755","Friendly","Careing","Outgoing",
"5709","11753","Hard worker","Helpful with others","Kind person",
"5710","11752","Nice,serious","hard working","Helpful",
"5711","11757","Nice ","Smart","hard working",
"5712","11758","Nice","Funny","Hard Working ",
"5713","11754","Organized","Determined","Trust Worthy",
"5714","11751","kind","helpful","a good teamwork",
"5715","11763","kind","trustworthiness","hardworking",
"5716","11765","dependable","kind","hard-working",
"5717","11764","funny","ambitious","friendly ",
"5718","11762","loyal","trustworthy","intelligent",
"5719","11767","Honest","Happy","HArd working",
"5720","11761","Outspoken","Trustworthiness","Hard Working",
"5721","11768","friendly","hard working","competent",
"5722","11781","enthusiastic","hard working","peacful",
"5723","11785","helpful","presisant","organized",
"5724","11772","out-going","persistent","loud",
"5725","11783","Giving","Helpful","Strong",
"5726","11774","responsible","loyal","kind",
"5727","11784","responsible","honest","respectful",
"5728","11770","Friendly","Hard Working","Honesty",
"5729","11794","Nice","Funny","Creative",
"5730","11694","Honest","Hardworking","Reliable ",
"5731","11699","Honest ","Respectful","Trustworthy ",
"5732","11131","quiet","hard working","flexible",
"5733","11142","friendly","kind","hard-working",
"5736","11158","Hard worker","Leader","Open minded",
"5737","11798","creative","funny","reliable",
"5738","11150","very friendly.","extremely percise.","a very understanding person.",
"5739","11170","friendly","hard working","intellegent",
"5740","11164","cheerful.","an encourager.","a conscientious student.",
"5741","11168","hard working","smart","athletic",
"5742","11159","Friendly","Hard Working","Competent",
"5743","11172","hard worker","friendly","attentive",
"5744","11687","honest","reliable","trust worthy",
"5745","11745","Hard-Working","Out going","Shy",
"5746","11801","I am known to be Dependable.","I am known to be Honest and Tact.","I am known to be Trustworthy and a Great listener",
"5747","11802","hardworking","honest, tact"," dependable",
"5748","11695","Dependable","Caring","responsible",
"5749","11803","friendly ","honest ","responsible ",
"4847","10312","Efficient","Hard Working","Punctual",
"4848","10313","friendly","hard working ","team player",
"4849","10315","dependable","determined","friendly",
"4850","10318"," funny","hardworking","smart",
"4851","10320","friendly","responsible","hard working",
"4853","10277","nice","hard-working","patience",
"4854","10328","friendly","hard working","competent",
"4855","10329","Kind","Hard working","Reliable ",
"4856","10330","helpful","hard working","trustworthy",
"4857","10333","friendly","hard working","kind",
"4858","10334","relaxed","a micro manger","kind",
"4860","10336","Kind","Generous","Hard working",
"4861","10338","Responsible","Dependable","Active",
"4862","10271","responsible","hard working","diligent",
"4863","10343","Outgoing","Funny","Motivated",
"4864","10346","friendly","funny","down-to-earth",
"4865","10347","Friendly","Hard working","Fast pace",
"4866","10341","friendly","outgoing","talented",
"4867","10342","funny","load","freindly",
"4868","10274","friendly","determined","positive",
"4869","10275","responsible","Hard working","self-motivated",
"4870","10285","responsible","dependable","helpful",
"4871","10349","determined","effiecent","hard-working",
"4872","10350","Hard-working","Strong leader ","Supportive follower",
"4873","10351","friendly","hard working","independent",
"4874","10352","friendly","hard working","outgoing",
"4875","10316","Hard working","Friendly","Commited",
"4876","10355","Caring","Understanding","Kind",
"4877","10356","friendly","hard working","competent ",
"4878","10286","caring","friendly","dedicated",
"4879","10344","Friendly","Determined","Lenient",
"4880","10229","creative","determined","empathetic",
"4881","10364","friendly","helpful","enthusiastic",
"4882","10366","Hard working","Focused","Productive",
"4883","10365","Out-going and easy to talk to.","Driven and determined to get things done.","Hard-working and someone who gets the task done.",
"4884","10370","Friendly","Hard Working","Easy To Get Along With",
"4885","10368","very friendly","outgoing","helpfull",
"4886","10371","kind","hard working"," easy going",
"4887","10372","a fun energetic individual","A worker who listens to what needs to be done","enthusiastic",
"4888","10261","Friendly","hard working","compeitive",
"4900","10386","friendly","funny","artistic",
"4901","10386","friendly","funny","artistic",
"4902","10386","friendly","funny","artistic",
"4903","10386","friendly","funny","artistic",
"4904","10386","friendly","funny","artistic",
"4945","10489","loving","hard working","autistic",
"4946","10489","loving","hard working","autistic",
"4947","10493","quiet","friendly","helpful",
"4948","10500","friendly","hard-working","intelligent",
"4949","10500","friendly","hard-working","intelligent",
"4950","10500","friendly","hard-working","intelligent",
"4951","10495","Loving","Dependable","Trustworthy",
"4952","10498","Truthful","Friendly","Hardworking",
"4953","10496","friendly","funny","smart",
"4954","10509","Organized ","hard working","nice",
"4955","10507","Loyal","Hard working","Competitive.",
"4956","10520","Trustworthy","Kind","Dependable",
"4957","10517","Caring","Friendly","Comitted",
"4958","10513","loyal","kind","dependable",
"4959","10523","trustworthy","honest","kind",
"4960","10526","hard working ","out going","very nice",
"4961","10531","Friendly","Hard Working","Competent",
"4962","10524","violent","good movin","easy",
"5044","10652","trustworthy","friendly","respectful/hard-working",
"5045","10644","intelligent","hard-working","friendly",
"4964","10545","friendly","understanding","hardworking",
"4965","10543","enthisiastic","dedicated","hard-working",
"4966","10541","friendly","athletic ","hard-working ",
"4967","10546","Out going","Fun","Honest",
"4968","10536","Learder","hard working","smart",
"4969","10550","intelliagent","ambitous","kind",
"4970","10539","smart","hard working","nice",
"4971","10544","nice","hard worker","talker",
"4972","10547","Kind","Hard-Working","enthusiastic",
"4973","10553","Trustworthy","Hard Working","Fast Learner",
"4974","10540","funny","smart ","fun to talk to",
"4975","10535","hardworking","friendly","understanding",
"4976","10552","a people person","hard working","trust worthy",
"4977","10542","friendly","a good listener","hard working",
"4978","10551","Funny ","Nice","Hard-Working",
"4979","10555","kind","hard working","competent",
"4980","10548","bullrider","football","basketball",
"4981","10548","bullrider","football","basketball",
"4982","10554","kind","determined","hard working",
"4983","10554","kind","determined","hard working",
"4984","10538","Happy","Extremely Hard Working","Friendly",
"4985","10549","a hard worker","someone that gets along with others","exalent",
"4986","10558","patience ","diligent","strong-minded ",
"5046","10668","respectful","hard-working","trustworthy",
"5047","10674","Hard-working","Charismatic ","Dependable",
"5048","10667","hard working","trustworthy","uplifting",
"5049","10671","Hardworking","Intelligent","Efficient",
"5050","10673","friendly","funny","hard working",
"5051","10678","Intelligent","Hard Working","Competent",
"5052","10679","brutally honest","hard working","efficient",
"5053","10675","Funny","Hardworking","Honest",
"5054","10680","enthusiastic","respectful","honest",
"5055","10681","a dedicated worker.","polite.","confident.",
"5056","10666","enthusiastic","determined","hard-working",
"5057","10683","intelligent","hard working","leader",
"5058","10669","Honest ","Hardworking ","Friendly",
"5059","10676","hardworkng.","very personable.","charismatic.",
"5060","10684","friendly ","hard working","funny",
"5061","10698","Tact","Efficient","well-rounded",
"5062","10689","Friendly","Responsible","Passionate",
"5063","10691","hard working","responsible","organized",
"5064","10690","responsible","hard working","honest",
"5065","10696","Trustworthy","Hard working","Competitive",
"5066","10685","trustworthy","hard-working","honest",
"5067","10695","responsible","friendly","hard-working",
"5068","10686","Honest","Hard working","Motivated",
"5069","10688","Hardworking ","Determined","Easy to get along with",
"5070","10700","friendly","responsible ","hard working",
"5071","10697","Friendly","Hard Working","Competent",
"5072","10692","funny","outgoing","hard working",
"5073","10693","Honest","Hard Working","Respectful",
"5074","10677","Honest ","Hard working","Smart",
"5075","10660","honest","responsible","friendly",
"5076","10670","Hard-Working","Compentent","Independent",
"5077","10699","hard working","friendly","motivated",
"5078","10714","Friendly","Hard Working","Competent",
"5079","10682","hard-working","trust-worthy","caring",
"5080","10682","hard-working","trust-worthy","caring",
"5081","10646","determined","organized","professionalist",
"5398","11235","resilient","assiduous","willing for compromise",
"5399","11275","hard-working,","friendly,","and a quick learner",
"5400","11279","friendly","intelligent","hard working",
"5401","11277","agressive","fail","fail",
"5402","11280","friendly","hard working","creative",
"3498","7972","honest","religious","close minded",
"5403","11272","Hard working ","Friendly "," Helpful",
"5404","11276","Hard Working","Great Communicator","responsible",
"5405","11281","honest","friendly","hardworking",
"5406","11285","Trustworthy","Organized","Helpful",
"5407","11234","Friendly","Determained","Hard-working",
"5408","11288","Honest","Trustworthy","Hard Working",
"5409","11290","excited","hard working","asset to any animal based program",
"5410","11296","Confident","Reliable","a quick learner",
"5411","11299","optimistic","kind","competitive",
"5412","11298","Terrifying","Perverted","Satanic",
"5413","11294","Angry","Impatient","Raging in large crowds",
"5414","11297","friendly","hard working","competent",
"5415","11291","Kind ","Hard-working ","Friendly ",
"5416","11301","honest","compationate","hard-working",
"5417","11293","sexy","awesome","cool",
"5418","11303","friendly ","caring ","hard working",
"5419","11307","Hard Working","Friendly","Have good People skills",
"5420","11311","nice","honest","forgiving",
"5421","11305","very friendly","smart","hard working ",
"5422","11312","funny","dependable","logical",
"5423","11316","hardworking","patient","trustworthy",
"5424","11309","understanding","freindly","caring",
"5425","11313","Kind","Harsh","Friendly",
"5426","11315","Hard working","Honest","reiliable",
"5427","11308","Hardworking","Honest","Assertive",
"5428","11289","Courteous","Hard Working","Trustworthy",
"5429","11317","Trustworthy","Friendly","Confident",
"5430","11302","friendly","hard working","intelligent",
"5431","11322","a hero","a country boy","like a boss",
"5432","11321","awesome","funny","tall",
"5433","11292","Friendly","Dedicated","Funny",
"5434","11300","Friendly","Enthusiastic","Social",
"5435","11324","FRIEINDLY","HARD WORKING","SKILLED",
"5436","11306","loving","hard working","friendly",
"5437","11304","Hard working","Social","Friendly",
"5438","11325","good hearted","organized","Social",
"5439","11326","responsible ","determined","trust-worthy",
"5440","11310","Hard worker","Independant","Reliable",
"5441","11330","Funny","Dependent","Logical",
"5442","11232","friendly","commited","enthusiastic",
"5443","11335","Hard working","Kind","Enthusiastic",
"5444","11355","Outgoing","Nice","Scholar ",
"5445","11357","Hardworking","Friendly ","Competative",
"5446","11369","Sweet","boss","friendly",
"5447","11364","kind","hard worker","funny",
"5448","11372","smart","funny","ambitious",
"5449","11366","Honest","Friendly","Helpful",
"5450","11365","Kind","Hard Working","Personable",
"5451","11391","outgoing ","hard working","dependable",
"5452","11387","funny","hard working ","trustful",
"5453","11385","hard-working","friendly","enthusiastic",
"5454","11389","funny","friendiy","work hard",
"5455","11399","hard-working","helpful","enthusiastic",
"5456","11401","smart","hard worker","busy",
"5457","11403","friendly","hardworking","compenent",
"5458","11405","kind","loving","punctual ",
"5459","11414","hungry","Cool","Funny",
"5460","11408","Friendly","Hard Working","Beautiful",
"5461","11402","Friendly","Honest","Beautiful",
"5462","11406","a leader","out-going","hard-working",
"5463","11415","Charismatic","Friendly","Hardworking",
"5464","11417","friendly","hardworking","competent",
"5465","11409","friendly ","skilled ","quick learning",
"5466","11404","Caring","Charming","Competitive",
"5467","11411","hard working","helpful","respectful",
"5468","11400","hard-working","friendly","efficient",
"5469","11422","Amazing","Funny","A good drawer",
