"ID","ID_PK","Goal","Learn","Long_Goal"
"11255","6156","Florist assistant","Customer Service  and Floral design","Interior Designer"
"11259","6157","an Automotive assistant","basic automotives","owning my own garage"
"11268","6158","Viber Splicer","How to build cable","earning a college degree in physical education"
"11265","6159","Bagger","Customer Service","Serving my country"
"11258","6160","florest assestent ","to get excs,earacnce with plant","possible a job deleaign with agerculture"
"11267","6161","doctor ","to be a better doctor","being a doctor"
"11270","6162","deli, stock manager, bagger, or cart worker","learn the ability of stocking the shelfs and cutting the precise amount of meat","becoming a manager for Krogers"
"11257","6163","Bakery assistant","baking skills, learning the art of icing arrangement, poeple skills, and customer service","becoming a world class baker"
"11260","6164","Florist assistant","Customer Service and Floral design","Interior Designer"
"11262","6165","Florist assisstant","Customer service and floral design","stuff"
"11263","6166","Grocery Bagger","customer service","Going to  college and getting my Pre-Med and then moving on to medical school to be an orthopedic surgeon"
"11271","6167","I would like to work as a sales representative at Kohls","I'd learn how to sell things and I'd learn customer service. I would also learn how to work with others","A sales representative"
"11264","6168","Florest assistant","time mangment

customer service","inter desiner"
"11261","6169","cashier","customer service

to work with others
","earning a degree in business"
"11269","6170","Floral assistant","The art of floral design. The beauty of flowering","Owning a floral shop of my own"
"11274","6171","a registered nurse then become a nurse for the military. ","how to care for the other in the correct way","earning my 2-year degree then moving up to get my 4-year degree/ Bachelors degree. "
"11272","6172","My immediate goal is to work as a sociologist at Western State Hospital","This job will help me learn how to deal with stress under pressure, how to be able to deal with paitents with sever mental disorders, and to be able to deal with the families of the paiteints. ","As I will pursue my long -term goal of working at this great facility with both my sociology and nursing degree"
"11275","6173","a medical support assistant for Professional Business Associates","and to familiarize myself with medical terms and working in a medical area","of working in the medical field"
"11235","6174","An E-commerce Specialist","Technological skills in the business world","earning a Bachelor's Science degree in Business Management"
"11233","6175","a cashier or Barista in a coffee shop. ","job skills, and social skills. ","becoming a Chiropractor, Chef, or Law Enforcement Officer "
"9400","5019","A waitress at Red Robins. ","Communication","Earning a college degree in voice-over acting"
"9411","5020","an aircraft mechanic","Procedures in aircraft","Earning a college degree in aircraft science"
"9421","5021","To learn and progress into the working world and to understand the cash register ","How to run a cash register, handle money","earning a college degree"
"9421","5022","To learn and progress into the working world and to understand the cash register ","How to run a cash register, handle money","earning a college degree"
"9422","5023","the manager of Wendy's","management and organizational skills. This will help me learn to be part of a team and how the inner workings of a fast food company works","earning a bachelor's degree in engineering and becoming a nuclear engineer for the United States Navy"
"9424","5024","a co manager at a student painting company","new leadership skills and good management skills","becoming a strong worker with great leadeship qualities to help the work crew. "
"9415","5025","in a deli or a bakery","how to prepare food and working with others","owning my own bakery"
"9419","5026","a CNA","medical procedures","earning a college degree in the medical field"
"9425","5027","Work small jobs anywhere making as much money as i can, and once 18 get a job welding at fab shop","to be a better welder and begin a lifelong career


","a professional welder

 "
"9410","5028","a mechanic with cars and trucks","parts for cars and trucks","earning a college degree in business management or auto mechanics"
"9420","5029","lifeguard or a ride operator","to communicate and work with other people","holding a position as an EMT"
"9414","5030","a construction worker 
","outdoor work and building procedures","finding a job that's perfect for me"
"9416","5031","Food and Beverage cashier","cash handling and expierence with numbers","nursing"
"9418","5032","a sales man ","how to cooperate with people better","being a big time acter"
"9413","5033","Child Care Assistant","patience with children","earning a college degree in Pediatrics"
"9423","5034","a game attendant","social skill","earning a college degree in law"
"9426","5035","A shopping cart repair person","Earn money ","earning money "
"9427","5036","I would love to be my own boss, as an owner/ baker of my own pie shop","This will help me achive my goal by teaching me how to haddle money, and having good people skills","As i pursue my long-term goal of being a cute pie shop owner/ baker"
"9417","5037","someone at the front desk of Peak Gym","the responsibilities of a job","being an athletic trainer/dietician"
"9412","5038","a member of the food industry","communication skills and responsibility

roles","earning a degree in the medical field"
"9430","5039","My immediate goal is to work as family thoiepes ","How to deal with crazy people","earning a masters in pycholgiy and to become one"
"9433","5040","game tester","the aspects of game design","earning a college degree in game creation"
"9429","5041","an engineering assistant","engineering techiques and protocol","becoming a civil engineer and starting my own firm"
"9431","5042","a mechanical assisant","mechanical procedures and functions","a mechanical engineer"
"9435","5043","youth basketball coach","coaching procedures and further my knowledge in the coaching field","becoming a head coach"
"9434","5044"," Fish and game warden","how to enforce the law, and about wildlife populations","earning a degree in law enforcement "
"9434","5045"," Fish and game warden","how to enforce the law, and about wildlife populations","earning a degree in law enforcement "
"9438","5046","Fry Cook","how to work with people and build communication skills","being a nurse"
"9439","5047","lineman","hard-working ethics, better math skills, and safety procedures when dealing with electricity","becoming a ground forman for an electrical company"
"9436","5048","The career that I'm seeking is Automotive or Auto mecanics","The position will help me learn more about car. ","as I pursue my ling-term goal of automotiveI will live me dream"
"9441","5049","waitress","people skills","Neonatal Nurse"
"9440","5050","a worker in the group sales window","how to better deal with people","earning a college degree in marketing "
"9432","5051","an auto mechanic","life skills","making good money "
"9437","5052","Alpine Barkblowing and hydroseeding so i can make money to pay for college","The fundamentals of being a hardworker and learning to work with others","Earning a football scolarship and get a degree in sales mangement"
"9405","5053","an assistant","office procedures","earining a college degree in business administration"
"9443","5054","A draftsman assistant","to better my drafting","becoming a draftsman"
"9444","5055","member of the food industry","communication skills and responsibility roles","working in the medical field"
"9445","5056","a welder at a fabrication shop","to better my skills as a welder","being the best welder i can be"
"9409","5057","A coffee maker ","Social skills, time management, sanitation, and how to work with others efficiently","Making and saving money for college"
"9446","5058","a desk secretary","how to communicate with others","becoming a negotiator for thrird world countries"
"9446","5059","a desk secretary","how to communicate with others","becoming a negotiator for thrird world countries"
"9442","5060","a Auto mechanic and a Automotive repair man","more about cars and truck and how they work. Also what runns them","an Auto mechanice and Automotive I will live my dream"
"9451","5061","a developmental engineer","advanced engineering procedures","serving and protecting my country"
"9459","5062","bus boy","how to clean ","going to college "
"9456","5063","a journalist and graphic designer","creative skills and new techniques","gaining the ability to design a range of projects, layouts, and editorials"
"9465","5064","Mechanic ","To work hard by myself","Forester"
"9463","5065","Get a job at a resturant","To learn to be around people","To earn a degree in medical"
"9462","5066","A Cashier","Handeling money and working","Becoming an architect"
"9457","5067"," a professional veterinarian at the ABC Company","how to better use my surgical, organizational, listerning, leadership, and decision making skills","becoming a professional and well known veterinarian"
"9457","5068"," a professional veterinarian at the ABC Company","how to better use my surgical, organizational, listerning, leadership, and decision making skills","becoming a professional and well known veterinarian"
"9460","5069","To work in Service industry","How to be a good servant","Computer Managment "
"9466","5070","to become a blacksmith","I will know how to categorize, also how to repair tools","being able to run my own blacksmithing shop in the future"
"9475","5071","General Pediatrician","heatlh-care of infants, kids, teens, and young adults","earning a college degree in general pediactrics, i will have to go to school for at least eight years"
"9479","5072","Children's Psychiatrist","How to help young children with their problems. ","Graduating high school and college"
"9470","5073","My immediate goal is to work at the Hershey Veterinary Hospital",".","."
"9469","5074","My immediate goal to work at Stylin Studio in Dallas PA","This position will help me learn how to sweep hair, clean, and organize the salon","As i pursue my long tern goal of  a college degree in music mangement"
"9472","5075","Teacher","new techniques and advancements with learning","setting myself as a teacher"
"9483","5076","My Goal is to work as a dentist","It will help me learn how to take control and be the head person","My long term goal is to have my own dentistry"
"9467","5077","Your lead baker","How to become a leader","becoming a lead baker in the world of cullanry arts"
"9477","5078","Abe's Hot Dogs","Responsibility","Being a Police Officer"
"9474","5079","Counter Person","People Skills, Responsibility","Animal Control Officer"
"9468","5081","Pediatric Nurse","responsiblity ","Being a Pediatric Nurse"
"9471","5082","To obtain a job at a restaurant to make customers happy by providing excellent customer service. ","Responsibility","becoming a Marine Biologist "
"9487","5083","work as an assembly worker for Watts ","how to preform quality work under pressure and at fast paces. It will also help me gain experience in the industrial business as well. ","earning a college degree as a paramedic"
"9478","5084","Baker","self confidence and perserverence","going to the NBA"
"9488","5085","a sales associate. ","the skills needed to be the best sales associate 

I can be. ","saving money and going to college. "
"9490","5086","Mechanic Assistant","The different parts of a vehicle","To become a Mechanic and to open my own garage"
"9505","5087","caddie","tricks to the trade of golf","improving my golf game"
"9506","5088","a cashier at a supermarket","how to exchange money","a manager at a supermarket"
"9493","5089","sheleve stocker ","what it is like to stock thing and or ring people up","getting a college degree in accountant"
"9508","5090","Chef","teamwork","Chef"
"9497","5092","Job Foreman","Leadership and Construction","earning a degree in Mechanical Engineering from a Technical School"
"9498","5093","golf coarse worker","how to do yard work","being a park ranger"
"9502","5094","a music director for children's theatrical shows","how to work with children, and how to direct a show","entering professional theatre and film production"
"9501","5095","an employee in the resturant industry","people skills and teamwork","obtaining a collefe degree in psychology"
"9494","5096","As a cook at Grotto Pizza","Responsibility in working in a team while getting an objective done","earning a college degree  in astronomy"
"9601","5170","a sales associate in retail clothing","and improve my communication skills","earning a college major in fashion design and buissness"
"9604","5171","a cook","more about cooking and the food industry","attending collage and becoming a worker in the construction field"
"11281","6176","getting a car and being able to afford insurance. ","It will help me learn how to make a profitable and marketable projects. ","Buying a house, and having a family of my own. "
"11284","6177","a RSP Specialist within West Virginia","more administrative and logistical functions in support of Warriors in the Recruit Sustainment Program in hopes of achieving better ranking for West Virginia using the NGB metrics","being active within my community "
"11228","6178","wellness coordinator","ways for diferent people to enteract and be fit","being a wellness coordinator of a big business and having every employee fit and healthy"
"11285","6179","a manager assistant at  the  Human Resources Department","more management skills and gain the experience that is necessary to excel farther,
","managing my own company, and helping others in the future. "
"11234","6180","a Medical Support Assistant","how to interact with patients and teach them how to take care of themselves","earning a college degree in the medical field"
"11276","6181","neuroscientist","all about the nervous system and how the brain works","Earning a college degree in neuroscience"
"11227","6182","Wellness Coordinator","more on helping and listening to other's needs","earning a college degree in veterinary Science"
"11288","6183","a Graphic Designs Assistant. ","more artistic skills and expand what I already know","owning and managing my own Graphic Design buissness"
"11239","6184","Digital Media Specialist","How to establish internet presense for public relations","sports and health science degree"
"11290","6185","my immediate goal is to work as a animal caretaker. This position will fill the love to take care of and be around animals vowed that i have to were later on i can become something better like a veterinarian. ","this position will help me learn responsibility, care for other things,cleaning habits,grooming. ","as i pursue my long-term goal of becoming a veterinarian or anything that has to do with animals. "
"11279","6186","Locker Attendant, Silverwood Them Park","Customer/Human Relations","Attending college and obtaining a degree in Education"
"11298","6187","To be the eternal Dark Servant of our mighty master Satan","To rule over minions","To be his favourite demon"
"11297","6188","cashier at McDonalds","skills in sales","earning a degree in college for entrepreneurship. "
"11291","6189","A waitress at Red Lobster. ","How to handle money efficiently. ","Earning a college degree in medicine. "
"11294","6190","To tell people to get their $#!@ and get out","How to communicate with people","Becoming a Olympic greeter"
"11301","6191","the school's music teacher","music to a greater extent","earning a doctorate's in music education"
"11304","6192","animal control worker","how to work better with animals","earning a degree in Animal Science"
"11312","6193","MMI student","More about motorcycle repair","working for kawasaki motors"
"11313","6194","a mechanic","how to fix cars","getting a in degree in mechanics"
"11310","6195","Landscape Architect","Landscaping","Earning a lifelong career"
"11315","6196","The boss at the Home Depot, so I will be able to help the employees at the store","To seek my powerful authority","The boss of The Home Depot will be able to educate others"
"11306","6197","a hostess for The Breakfast Nook","some of the skills I will need to acquire for my future","becoming independent and saving money to go to college"
"11317","6198","an assistant for a Forensic Science Technician","about the forensic sciences ","being a proffesional forensic science technician"
"11308","6199","Manager","How to help the workers operate efficiently ","Being a professional business owner"
"11311","6200","veterinary assistant","how it is to be a veterinarian","becoming an Equine Veterinarian"
"11305","6201","is to be an elementary teacher","the basic skills of being a teacher","being an elementary teacher and helping little kids. "
"11303","6203","A CNA (certified nursing assistant","How to work in a hospital ","Graduating high school and moving on to college and getting my life started "
"11302","6204","cashier","To handle and work with money with the up most success","Earning a college degree"
"11322","6205","administrative assistant","office procedures","earning a college degree in business administration"
"11292","6206","Anything and give the customer the best environment to shop. ","Office procedures, and working with everyone in the store","Go to college at scc an get my electrical engineers degree"
"11321","6207","as a secretary","office procedures","earning a college degree"
"11300","6208","A clerk at sports seller","All about the countries sports","knowing all about sports and possibly coach a team"
"11307","6209","cashier, cook, or Maintenance worker ","working skills","an employee "
"11325","6210","a teacher assistant for Twin Lakes Elementary","the basics of the job","being a teacher and helping children. "
"11289","6211","Grocery Bagger","Effectiveness","Graduation of high school and Eventually college"
"11326","6212","a human resources asssistant","quality people interaction skills as well as office procedures "," becoming an inspiring actress"
"11334","6214","is to work as a human resources assisitant. "," quality people interaction skills as well as office procedures, "," of becoming an actress"
"11335","6215","My immediate goal is to work as an vettinary assistant","This position will help me learn more about the animal's muscular system","This will help me pursue my long-term goal of being an equine chiropractor in my own practice"
"11358","6216","oil wells construction work militery ","how to work hard and fight for the counrty","earing money ro help people outbthere with no omoney "
"11359","6217","something","something","millionaire"
"11296","6218","an employee at your facility","how to manage groups of people","earning a college degree in business administration"
"11367","6219","college and professional basketball player","leadership and maturity","basketball"
"11366","6220","Boss","How To Operate","Being The President"
"11365","6221","My immediate goal is to work as an administrative assistant for the New York Special Victims Unit","This position will help me learn procedures and basic profiling techniques in investigating crimes.
","As I pursue my goal of becoming a criminal profiler in the Fedural Bureau of Investigations"
"11363","6222","opening my own restaurant and being a chef or a waitress ","how to cook many different types of food ","im going to do at least 4 years of college at possibly johnson and whales"
"11374","6223","Commander of Third Reich","World Perfection","Blonde Hair Blue Eyes"
"11372","6224","intern","learn the basics of the business world","of becoming CEO of my company"
"11376","6225","Forward in the barcelona team","To be the best foward striker","To earn a chance to play in the barcelona team"
"11364","6226","cashier ","marketing and sales ","of being a professional lacrosse player"
"11382","6227","veteranarian","how to take care of many different types of animals, how to keep them healthy, and about the different types and breeds of the animals","i want to go to college after high school"
"11379","6228","A day care assistance","How to take care of little kids","Going to college and studying pediatric nurse"
"11380","6229","Photographer","Take Pictures Of Other People","Go To college to study photography"
"11387","6230","Cashier 
","To deal with people & work under pressure ","going to college to study in the medical field "
"11391","6231","a sales person","to communicate and more about sales","going to college and study medical"
"11385","6232","a volunteer at a zoo or animal shelter","more about some animals","going to college and studying biology or zoology. "
"11389","6233"," working at a music store","more about music and instorment","Music Teacher"
"11388","6234","a cashier/ Sales associate","how to improve my communication and math skills","going to college and studying law"
"11386","6235","Salesperson","The position will help me learn how to interact better with others","Going to Georgetown University and major in pre-med"
"11401","6236","cashier","how to work good and fufill others needs","a college degree for a computer technicion or game designer"
"11399","6237","a professional skateboarder","business marketing","earning a college degree for marine biology"
"11401","6238","cashier","how to work good and fufill others needs","a college degree for a computer technicion or game designer"
"11403","6239","a lawyer","idk","idk"
"11406","6240","A clothing saleswomen","More about styles and fashion merchandising","Going to college and studying fashion and merchandising"
"11405","6241","dietary aide ","will learn me how to cook and feed the elderly","working in the kitchen will help me learn more about food, and help me cook "
"11408","6242","Dunken Donuts Employee","To have people skills","Becoming a Nurse"
"11402","6243","a cashier","to talk to people , and help them","going to college and studying cosmetology"
"11409","6244","Phycyatrist ","How to understand personalities. ","Getting my doctors degree. "
"11411","6245","hair dresser","more about beauty and fashion","going to college and studying hair dresser"
"11414","6246","a McDonalds Manager","how to cook","being a chef"
"11400","6247","a civil engineer","more about designing and planning buildings and other structures","earning my master's degree in becoming a manager one day"
"11415","6248","Doctor","Modern Medicine ","Being a Millionaire "
"11416","6249","My goal is to work as nurse","More about phisycal and how your bady is wocking","Docter and same other thinks"
"11417","6250","A  house wife","childcare","a house wife"
"11404","6251","My immediate goal is to work as a Sales Representative","How to be a persuasive genius. ","becoming the CEO at Whatcha Need Inc"
"11418","6252","manager","to cook","being a chef"
"11422","6253","A Character Designer/Animator","How to animate and perfect my art","Becoming a successful game creator/ anime creator"
"11420","6254","a helper in a Religous Education program ","to work with young children ","getting a college degree in child education "
"11421","6255","A worker at an electronics store","more about electronics"," being an engineer"
"11426","6256","personal trainer","how to help people","working with athlete"
"11423","6257"," a hair stylist at a salon  "," the arts and basics of doing hair and being a hairstylist"," being a business owner of a salon. "
"11424","6258","Coffee shop worker","make coffee, serve donuts and pastries","Becoming a tattoo artist"
"11427","6259","a lawyer","what to do in court","earning a college degree in criminal justice. "
"11430","6260","A fashion designer ","this will help me to got all my ideas out there","going to college and getting a good degree for fashion design. "
"11328","6261"," a  teacher","classroom management techniques","being a Special Education Director"
"11435","6262","a Video Game Designer","the basics of designing and programming video games","Becoming a Senior Video Game Designer at Bethesda Games"
"11437","6263","A school teacher","how to cooperate with others","earning a college degree in education, and completing the teacher's training program"
"11438","6264","Registered Nurse (RN","More about the medical field and nursing","becoming a doctor and/or a surgeon"
"11429","6265","a professional horse back rider and trainer","how to work with others and teach others to ride and take care of a horse","owning my own barn with my own horses"
"11431","6266","a sales associate","more about dealing with customers","studying food preparation and having my own restaurant some day"
"11439","6267","A fashionista worker","Maneger","I will like to earn a college digree in bessnes and fashion degree"
"11442","6268","manger ","how to run a store and deal with other ect. ","trying to own my very own business "
"11445","6269","a pediatric anesthesiologist","about medicine and anesthesia","earning a degree and being a doctor of anesthesiology"
"11449","6270","Terminator","Termination of stupaaad Americans","Termination of stupaaad Americans, and fly planes"
"11369","6271","Buisness assistant ","Office procedures","Earn a masters degree in business"
"11390","6272","My immediate goal is to work at a mechanics store","My position will help me learn how to fix more cars so that i can become better at it","my job i will become better"
"11451","6273","Best Buy employee","More about technology","Working at Samsung"
"11452","6274","A police officier","How to learn the law and keep my paitients","Being a policie officer"
"11393","6275","a hair dresser","about fashion","college"
"11453","6276","Producer assistant/Engineer assistant. This will help me learn on how to work in the studio and what I'm suppose to be using and how to work in a studio","How to make music ","earning a Bachelors degree in Berklee college of music"
"11397","6277","a videogame salesperson","more about games and game merchandising","going to college and doing game development"
"11456","6278","working with babies","how to take care of a baby","being a neonatal nurse"
"11455","6279","working with babys","it  will help me learn how to take care of a baby ","being a neonatal nurse"
"11395","6280","as being a cop","my position will help me learn how to become a better cop","to work more"
"11130","6281","a plumber's assistant","the basic skills needed for this occupation","earning a Plumber's License at Louisiana Delta Community College"
"11436","6282",": My goal is to work with guitars at a store that sells them, or play guitar.



: another goal is to play football for some college. 


",": For guitar i can look on the internet, or i can get help from somebody that teaches it.



: Then for football i can just make myself better like with all the running and plays","earning my high school degree, and college degree"
"11461","6283","my immediate goal is to work as sales rep./ customer service rep","this will help me  learn all the parts that are needed to fix a car","this will help me pusue my long term goal of be coming an auto technician"
"11143","6284","a phlembotomist","more about how viens in the body work and the blood flowing through the body","a phlembotomist"
"11142","6285","Physical Therapist","more about the human body and bones and muscles and how they heal","Physical Therapist"
"11467","6286","a sneaker salesperson","more about different styles and fashion merchandising","going to college and studying fashion design"
"11448","6287","I am actively seeking a customer service representative","Office procedures","Going to college and becoming a senior  officer in Regional Inc"
"11370","6288","a fast food worker","customer service skills and how to work in fast-paced environment","attending college to become an architect"
"11377","6289","cashier","how to handle money ","to be a cashier"
"11472","6290","a cashier","to offer good customer service to my community","earning a P.h.d in Psychology and a Doctor degree.  "
"11473","6291","Being interactive with customers ","Be more interactive","Being social and understanding"
"11537","6336","inermediate welder","how to weld on bigger job sites","welding instructer/ weld inspecter"
"11545","6337","a photographer in the military","how to take pictures with high dollar cameras and equipment and learn how to edit pictures correctly ","getting into the Aif Force"
"11544","6338","Certified Nursing Assistant","skills dealing with medical facalities and dependent patients/ residents","earning a college degree in Registered Nursing "
"11549","6339","fornt clerk and or shop worker","to help people work hard and to take orders","making money"
"11551","6340","Sandwich Artist","Sandwich mechanics","Culinary Arts"
"11547","6341","My goal as a server is to help make this company in way that will increase sells and public service","this position will help me to learn to work as a team and learn to work well with others","I hope to raise enough money too get Thur collage and earn my degree in athletic training"
"11541","6342","A waiter","Patience with upset customers

how to multitask

learn to remember multiple things","Earning a college degree in reality/interior design"
"11542","6343","My immediate goal is to work for the Hibbets Sports company. ","This position would help me learn teamwork, dedication, and good people skills. ","My long-term goal for myself, is to become an athletic trainer. "
"11554","6344","local news sports reporter/writer","basics of sports writing and reporter","ESPN anchor"
"9492","5097","A cashier","Personablilty, patients, and math skills","Save money for college"
"9500","5098","work at a pet store","how to be resonsible","becoming famous"
"9495","5099","to be a host, or a busboy at a store or restuarante. ","people skills, and to be responsible","graduating from high school and going to college"
"9499","5100","a Physical Therapist","hospital procedures and other needed skills","A degree in Physical Therapy"
"9496","5101","Employee at a Mountain Fresh","to work with others and learn how to help people and understand them ","Registered Nursing"
"9512","5102","My immediate goal is to graduate high school and attend Arkansas State University of Beebe","The career path i would like to take","A Dental Hygenist"
"9513","5103","A certified nursing assistant","the knowledge and skills I need","Neonatal Nurse"
"9524","5104","Waitor","How to use serve,meet, and greet people","Owning my own restraunt"
"9526","5105","casher","responsiblity","becoming manager"
"9527","5106"," Construction Worker","how to build roofs","hard working"
"9525","5107","My immediate goal is to work as anything","The position will help me learn new things","As i pursue my long term goal as whatever i do i want it to be something i like"
"9522","5108","photographer","Patience, learning expierence, focus and responsibility","earning a college degree in photography"
"9523","5109","an ice cream scooper","patience, responsibility, and time management","earning a college degree in physical therapy"
"9529","5110","a pro dish washer","how to wash dishes at a high rate of speed","playing baseball"
"9520","5111","a Cashier ","time managment","earning a degree in elementary education"
"9515","5112","a courier","how to become a hardworking, productive individual","gaining a medical degree. "
"9516","5113","Computer Information and Systems Manager","office procedures and teaching fellow office workers how to use there computers more efficiently. ","to earn enough money to buy a new house"
"9519","5114","Cashier ","time mangement ","being a cashier "
"9514","5115","Waitress","better memorization, more responsibility","earning a masters in theatre and business"
"9518","5116"," a Character Designer/Illustrator","to expand my drawing and design skills","achieving recognition while helping my employer gain the respect of competing companies"
"9521","5118","Cashier","Mathematics","earning a college degree in business administration"
"9517","5119","Shelf Stocker","communication with superiors and stock organization ","becoming an aerospace engineer"
"9532","5120","Sales associate","Have better experience working with customers, and co-workers","Becoming a Dentist"
"9279","5121","My Immediate goal is to work as a Sales Associate or Cashier","Valuble Skills that could help me in the future","I plan on a long-term goal of becoming an Animator"
"9533","5122","My immediate goal is to obtain a full or part time job at costco. ","This will help me to expand my knowledge of working with others","as i pusue my long-term goal of  pay for college and graduating from the North Idaho College"
"9541","5123","fish department","more about fish, and the care about these animals","earning a degree"
"9547","5124","Designer","creativity ","reaching the highest position in your company"
"9546","5125","Tattoo artist (aprentence","how to be more artistic, and learn the art of the tattoo gun","being a well known tattoo artist/peircer"
"9545","5126","Work as a Video Game Tester","Responsibility and Better Perception","earning a college degree in Video Game Designing"
"9549","5127","A Pharmacist","Office Procedures and Effects of medicines","Getting a degree in Pharmacy Aide"
"9538","5128","a waitress at a local restaraunt or a nurse's assistant at the care home i am currently employed for","Responsibilty","persueing a career in the medical/health field"
"9539","5129","A stock boy or cashier. Also working on small carpentry jobs","learn the trade of carpentry, also learn how to be a diligent worker","Become a carpenter and own my own company"
"9537","5130","a laboror","hard work pays off","workin till i die"
"9556","5131","cashier","math and business","earning a college degree in business and law"
"9559","5132"," to become a student teacher","how to become more comfortable in the teaching atmosphere","earning a teaching degree at Bloomsburg University"
"9548","5133","a car washer","to deal with customers in a friendly way","earning a college degree in Business"
"9458","5134","a drywall hanger and finisher in the construction busniess"," with balance, different techiniques, different tools to use and when to use them and timing","drywall and finishing i will accomplish my goal of making very good money and become very well at what I do"
"9560","5135","an early childhood educator","how to teach little children","earning a college degree in early childhood education"
"9561","5136","a substitute teacher for my local school district, the Cabot Public School District","how to better manage a classroom of children, along with a better understanding of the lifestyle and differences of the people in my community","becoming a nurse that will deal with children and families who are hurting on a daily basis. "
"9562","5137","a part-time employee at a clothing store","how to manage and operate a business and how to become better at selling","earning a college degree in business and opening my own store"
"9565","5138","To work in minstry","A different lifestyle and a way to help others with there relationship with God","Earning a college degree in minstry"
"9454","5139","Bus Boy","the restraunt business","earning a college degree in business administration
"
"9453","5140","Work at a stable job within ABC Company. ","How to handle money, work with others, and work for the general public. ","To get a job within ABC Company and work to my full potential "
"9455","5141","a psychologist at the ABC Company","and use my skills such as listening and helping others","helping others succeed as much as possible while guiding them to make the right choices"
"9481","5142","Anesthesiologist","Medical experiences","Helping your company benefit from the qualities i have to offer"
"9569","5143","Pizza Baker","confidence, perserverence, team work","becoming a pro basketball player"
"9568","5144","Game Room attendent, Merch, Kid check","Responsibility","Responsibility"
"9571","5145","...","Better work ethics","Aerospace Engineer"
"9572","5146","a college student","the skills necessary to provide medical care to those who need it","being accepted to Medical school, becoming a doctor, and traveling as a missionary with the Lutheran World Missions"
"9503","5147","To work in the supermarket industry to make money to save to go to college","How to make money, save and use it wisely","Going to college to soon become an athlethic trainer/ therapist"
"9574","5148","An Assistant manager","Management skills ","earning a college degree in pharmacists "
"9552","5149","a file clerk in a law firm","the basic functions of a law office","becoming a lawyer"
"9566","5150","kitchen help"," how to cook","earning a college degree in agriculture"
"9536","5151","Using the vinyl cutter","more group work","decal work shops"
"9544","5152","as a store manager","leadership","graduating college"
"9555","5153","My immediat goal is to be able to work at Burger King as i can persue my goal of getting into a good school","This will help me learn how to work with a group, Work to peoples standerds and also make me a better person","Getting into a college"
"9558","5154","manager","leadership ","graduateing colege "
"9581","5155","an employee","many things I need to learn for future jobs","an environmentalist"
"9580","5157","Grocer","How to be quick, and friendly","being a pediatric nurse"
"9550","5158","My immediate goal is to become a car Machanic or engeneer ","people skills and Computer Technology","As i pusure my long term goal is to; Become a Contracter, Plumber, and heavy machine opperator"
"9554","5159","cook","how to cook and serve food","chef"
"9583","5160","a greeter","social skills and enhance my communication skills with other people","learning to work with people in a friendly and efficient way"
"9461","5161","a Cosmetologists","to work with younger and older poeple ","earning a college degree in cosmetology"
"9473","5162","a cashier ","how to Interact  wuth people more positivly","graduating"
"9586","5163","A waitress","To be more confident and friendly","Verterinarian"
"9476","5164","A Cart Attendant","to be patient and be polite to other people in the parking lot","going to college for a degree in theorapy"
"9590","5165","server or cashier","Interaction skills with people","Earning a college degree"
"9540","5166","Waitress","To better my communication skills","An occupational therapist"
"9593","5167","i want to be a chef and have a restraint","will learn how to cook better","i will graduate from high school go to culinary school and then find a job that will let me cook all the time"
"9528","5117","Teacher at your great school","hard working, responsibilty, and time managment","recieving a job as a chemistry teacher"
"9592","5168","a waitress","responsibility","becoming a chef"
"9600","5172","an animal care assistant","how to help more animals in need","attending college and becoming a physician"
"9605","5173","cashier","new skills to deal with people","COLLEGE"
"9603","5174","a customer service representative","how to work with the public and more about the business world","attending college and obtaining a degree in business administration"
"9602","5175","Explosive Ordnance Disposal (EOD) Technician 
","communication skills","graduate high school, attend  the navy"
"9607","5176","Nursing Assistant ","The procedures of a nurse","registered nurse (RN"
"9668","5234","Aerospace Design Engineer","Skills necessary for advancing in the field of Aerospace Engineering","Designing Aircraft for the United States Military"
"9578","5235","To obtain a job in the nusing industry, To be a great asset by kindness and hardwork","It will help me learn better determinion","helping people"
"9679","5236","My immediate goal is to work as a teacher aide










","This position will help me learn classroom management","as I pursue my long-term goal of becoming a teacher"
"9842","5331","an army rotary wing aviator","how to be an aviator for the MNNG","a career in the MNNG"
"5464","3234","architect assistant","an architecture
","getting an collage degree in Architectural Design"
"9610","5177","a chef/cook","how to make foreign foods","going to culinary school and getting the proper training"
"9610","5178","a chef/cook","how to make foreign foods","going to culinary school and getting the proper training"
"9612","5179","Graduate High School and go to the Navy Basic Training.
","I will be a seaman or petty officer","Then after finishing that apply to a college and do NROTC program"
"9617","5180","security guard","police procedure","earning a college degree in police"
"9623","5181","a Cosmetologist","the skills I need to know","owning my own business"
"9620","5182","forklift operator","how to run a forklift","getting paid for the work i will have done"
"9613","5183","Working in daycare, I would like to start out just working as just a daycare worker. The working my way up to being a director","The business will help me to understadn the business a lot more than I already do. It might also teach me some more of the responsibilities that I will need to have","Being  a director, and maybe owning my own daycare"
"9622","5184","cook ","how to cook ","getting a collage degree"
"9624","5185","A security guard","How to keep people from being crazy and also protecting the hospital from dangerouse people","being a security guard"
"9621","5186","Manager of Macy's","Managing a business","Earning a college degree for Dental Hygienist"
"9609","5187","teacher in history
","how to deal with students","gettting my master or phd in history"
"9608","5188","A chef and food waitress","how to serve people","college and getting a degree "
