"ID","ID_PK","Goal","Learn","Long_Goal"
"11596","6377","Cashier","People skills, business administration","earning a degree in biology"
"11599","6378","Assistant ","The skills i need to one day be able to manage my own business","Opening my own paint store. "
"11600","6379","a secretary on the front desk","office procedures","achieving a college degree in business administration"
"11604","6380","To work as a consultant at Cato and to be a full time student","responsibility and financial awareness","earning a degree in medicine and going on to become a general surgeon"
"11605","6381","a cash register","management skills","earing a college degree in accounting"
"11515","6382","a co-owner of a business","how to be independent","a college business degree"
"11606","6383","a coach","coaching","opening a gym of my own"
"11532","6384","Cashier","Communication and money skills","Earning a college degree"
"11609","6385","My immediate goal is to work as a carhop. ","This position will help me learn better people skills ","As i pursue my long-term goal of earning a managment degree, so staring out as a carhop and working my way up will help me get there"
"11520","6386","a graphic designer or a computer program","office skills as well as basic computer skills in the programing field","earning a college degree in graphic designer or programming"
"11521","6387","manager","leadership skills","going to college and getting my masters in automotive tranning"
"11610","6388","Cashier","Money management and people skills","business management"
"11543","6389","phone salesman","people skills","becoming a chemist"
"11613","6390","My immediate goal is to work as an assistant for the Kavanaugh Clinic of Psychology. ","This position will help me learn more about the settings in the field of Psychology","as i pursue my long-term goal of earing my college degree in Psychology"
"11611","6391","Become a emt","The skills I need for my career as a paramedic","I will earn my certification to be a national registered paramedic"
"9750","5287","Help Desk Tech","Handling technical issues","Earning a degree in IT"
"10680","5812","trainee","Experience","being a computer programmer"
"12357","6886","A teacher and a coach","To be able to help kids ","A principle"
"12373","6887","an administrative assistant","all of the duties involved with the administrative assistant","becoming the President"
"12365","6888","Administrative assistant","All the duties involved with being an administrative assistant. ","Becoming a administrative assistant. "
"12368","6889","Administrative Assistant","All the duties involved with being a Administrative Assistant","Becoming a Administrative Assistant"
"12356","6890","administrative assistant","office procedures","earning a college degree in business administration"
"12369","6891","an administrative assistant","office procedures","earning a collage degree in business administration"
"12370","6892","Administrative Assistant","office procedures","earning a college degree in business administration"
"12360","6893","My immediate goal is to work as the Administrative Assistant","This position will help me learn all the duties of being an Administrative Assistant","as I pursue my long-term goal of CEO of Cleveland Carts"
"12361","6894","My immediate goal is to work as an administrative assistant","This position will help me learn all the duties of being an administraive assistant. ","As I pursue my long- term goal of CEO of Cleveland Carts"
"12362","6895","an administrative assistant ","offiice skills ","getting my college degree in business mangement "
"12367","6896","Administrative Assistant","Office Procedures","Earning a College Degree"
"12366","6897","My immediate goal is to work as a Nursing Assistant at Northeast Georgia Medical Center","This position will help me learn more about how to work well with other people and how to use teamwork to get a task completed","As I pursue my long-term goal of being a Nursing Assistant I would like to earn a college degree in Nursing"
"12372","6898","Translator","Office Procedures ","Becoming a loser"
"12364","6899","Administrative assistant","office procedures","earning a college degree in business administration"
"12402","6900","administrative assistant","office procedures","earning  a college degree in buisiness administrative"
"12389","6901","anesthesiologist assistant","the responsibilities and actions taken on by an anesthesiologist","becoming an anesthesiologist"
"12383","6902","A photographer","how to capture beautiful pictures","earning a college degree in photography"
"12388","6903","elementary school teacher","classroom procedures and regulations","earning my masters degree in early childhood education"
"12398","6904","My immediate goal is to work as an Administrative Assistant","This position will help me learn office procedures
","while pursuing my long-term goal of earning a college degree in business administration. "
"12386","6905","My immediate goal is to work as an Administrative Assistant","This position will help me learn office procedures","as I pursue my long-term goal of earning a college degree in business administration"
"12390","6906","Administrative Assistant","Learn procedures to one day create my own busniess in this field","one day having my own business"
"12394","6907","a manager","how to manage a business","being manager of a major business"
"12375","6908","An highschool art teacher","leadership teaching skills ","graduating highschool getting a masters dergree in art and an bachelors degree in teaching"
"12379","6909","An Administrative Assistant","Office Procedures","earning a college degree in nursing"
"12403","6910","CEO","leadership","being boss"
"12391","6911","CEO","How to run something important","CEO
"
"12377","6912","a nursing assistant or a receptionist for a family practice. ","This position will help me learn to exorcize my passion for helping others. It will give me a vast knowledge of the medical field, and open up many new opportunities in my career.   ","earning my medical degree in nursing"
"12376","6913","a staff nurse","to better my skill procedures for paitent safety ","becoming a nurse practitioner "
"12395","6914","an admisinistravie assistant in Cleveland. ","This position will help me learn more office skills ","earing a degree in business administration. "
"12381","6915","an administrative assistant at Cleveland Carts","new skills to help me achieve goals for my long term goal","earning a college degree in business administration and management. "
"12384","6916","an administrative assistant. ","office procedures","earning a college degree in business administration. "
"12400","6917","An Administrative Assistant","Office procedures, and a business mindset","Earning a college degree in the medical field and business"
"12387","6918","an admininstrative assistant ","office procedures ","earning a college degree in business administration and business skills"
"12397","6919","My immediate goal is to work as an administrative assistant in the font of the office","The position will help me learn more about telling people where to go, and taking appointments for there car to be observed","As I pursue my long term goal of eaning a college degree in business administraive assistant"
"12378","6920","the band director for this White County High School Band","how to interact with young minds and influence them in a positive way","Excelling in my playing skills and passing on my knowledge to the students"
"12380","6921","My immediate goal is to work as a administrative assistant. The position will help me learn how to be an administrative assistant.  ","Communication skills ","getting a college degree for business administration"
"12399","6922","My immediate goal is to work as an administrative assistant. ","This position will help me learn many office procedures as well as responablilties. ","As I pursue my long-term goal of administration assistant of earning a college degree in business adminstation. "
"12396","6923","a nurse technician or nursing assistant","the many ways of the medical field and what it takes to pursue a career in healthcare science","earning my Bachelor's degree and becoming a nurse"
"9836","5328","an assistant to anyone who needs help until i can pursue my goal in becoming a radiologist","how to expand my social skills and understand that I'm getting older so my responsibilities have to start somewhere","earning a college degree in radiology"
"9376","5333"," an Office Assistant","To obtain  a position that will enable me to utilize my strong organizational skills, and ability to work well with people","working at LYONS and working on my studies at  college"
"9863","5334","Coach/Teacher ","To work well with others,also to communicate with customers and employes","Earning a college degree in Social/helping "
"9862","5335","Peditrian

Rancher","How to help others and how to handle difficult positions","Earning a Docteriate Degree"
"9851","5336","A cashier ","To comunicate with costumers and work with money","earning a college degree in biology"
"9852","5337","a firefighter ","team work work under presser ","be a good sussesful firefighter "
"9861","5338","a performer of the arts","how to work with groups and to learn how to perform in front of large groups of people","earning a college degree of performing arts"
"9853","5339","My immediate goal is to work as a cosmetologist","This position will help me learn how to cut hair and do makeup","Going to cosmetology school"
"9857","5340","A drug rehabilitation nurse","It will help me learn about so many different people and help them overcome their problem","Going to a 2-year college and getting my assciates degree"
"9869","5342","Work in an entry level position where I can applymy oustnding work ethic and positive attitude in an environment that will allow me to develop skill necessary for career development","To make my self availabel when in need of employment","Becoming a electrician"
"9870","5343","An entry level service worker where I can apply my outstanding work ethic and positive attitude in an enviroment that will allow for advancement. ","skills necessary for effective leadership and career development. ","owning my own business. "
"9871","5344","An entry level position doing physical labor. ","skills necessary to eventually start my own business","landscape design and maintenance"
"9885","5345","a certified nursing assistant (CNA","more about health science","earning a college degree in nursing"
"9881","5346","obtaining a part-time position as a certified nuring assitant","about providing exceptional patient care,and earn money for collage","my passion to become a Certified  Registered Nurse Anesthtist/Anesthesologist"
"9886","5347","a Certified Nursing Assistant at Kings Mountain Hospital","skills I will need to become a nurse and quality care procedures as well as help me pay for college ","becoming a Registered Nurse"
"9882","5348","a certified nursing assistant (CNA","how to provide excellent care to patients while working quickly and efficiently","becoming a registered nurse (RN) and eventually obtaining a Master's degree in Nursing"
"9879","5349","a Certified Nursing Assistant (CNA","how to provide sufficient quality care for patients and grasp a better understanding of the medical field","of becoming a Registered Nurse (RN) and eventually specializing in Neonatal Care. "
"9887","5350","a certified nursing assistant (CNA) for a part-time position at Kings Mountain Hospital. ","more about the aspects of nursing and help earn money for college","getting a Bachelor's degree in nursing. "
"9884","5351","a Certified Nursing Assistant(CNA","how to provide the best quality care for all patients as well as a better understanding of the different cultures and customs","obtaining a Bachelors Degree in nursing"
"9877","5352","certified nursing assistant  (CNA","more about nursing","as obtaining my bachelors degree"
"9878","5353","a Certified Nursing Assistant (CNA). ","more to continue my education as a certified nurse ","achieving my Bachelors Degree in nursing and becoming a professional in the health care field. "
"9890","5355","My immediate goal is to obtain a part time position at Kings Mountain Hospital as a CNA","This will help me learn more about working in the medical field, ","as i pursue my long-term goal of becoming a doctor"
"9901","5356","a CNA. ","Basic care for the elderly and many different skills in health and medicine","becoming a Radiology Technician"
"9902","5357","Certified Nursing Assistant is my immediate goal to work as. ","good communication skills and working with others","earning a maters degree"
"9894","5358","Certified Nursing Assistant ","Nursing procedures","becoming a Registered Nurse "
"9907","5359","CNA","What it is like to work in a hospital setting","Becoming an OB-GYN at the hospital"
"9891","5360","a Certified Nursing Assistant","proper procedures and help me polish my medical skills","becoming a Pediatric Nurse"
"9905","5361","My immediate goal is to work as a Certified Nursing Assistant","This position will help me learn more about providing health care to number of diffrent people","as I prursue my long-term goal of becoming a Registered Nurse"
"9888","5362","My immediate goal is to work as a certified nursing assistant","This position will help me learn different varieties of nursing techniques","as i pursure my long term goal of earning a college degree and come a RN"
"9896","5363","Certified Nursing Assistant","more about the medical field and help me to work even better with others","becoming a Dentist"
"9911","5364","a CNA","more about how things run in the health care career field ","becoming an Anesthesiologist"
"9892","5365","Myimmediate goal is to work as an LPN at White Oak Manor","This position will help me learn the basics of nursing and how to care for griatric patients"," as I pursue my long-term goal of being a Registered Nurse in Gaston Hospital"
"9914","5366","a Certified Registered Nurse assistant","nursing skills","becoming a Licensed Practical Nurse"
"9908","5367","Certified Nursing Assistant","how to assistant an Registered Nurse as she does her duties to help others","earning a masters degree in physical therapy"
"9895","5368","CNA at White Oak Manner","more about what it is like to be a healthcare worker","earning a college degree in Pre-Medicine, then becoming a doctor"
"9909","5369","certified nursing assistant","more about medicine and treating patients","becoming a registered nurse"
"9913","5370","a certified nursing assistant","how to fit in and work within the environment of a hospital","finishing school and becoming a physician's assistant"
"9915","5371","a medical assistant","medical skills","becoming a surgeon"
"9917","5372","an Rn ","How to work well with others ","Paying off college loans and finishing my masters degree"
"9900","5373","Certified Nursing Assistant ","greater communication skills, to have keen eye for detail, and greater sense of self by serving and caring for others. ","earning a Masters Degree in Occupational Therapy. "
"12374","6924","an administrative assistant ","office procedures ","earning a college degree in business administration "
"12404","6925","adminstrative assistant","to adminstate ","earning a college degree in business"
"12392","6926","I wish to work at NEG Medical Center as the Head Neurologist","To be very responsible ","Retiring and Traveling the world. "
"11546","6392","the worker of google","everything i need to work at google","becoming the CEO of google"
"11558","6393","an office assistant","daily office procedures in a medical setting","earning a degree in medicine"
"11569","6394","a tanning consultant","marketing skills ","earning a college degree in biology"
"11615","6395","sales associate","how to work well with co-workers, work well with customers and manage my money","saving money to attend college and getting another job in the future. "
"11567","6396","an umpire for youth baseball games","leadership, accountability, and responsibilities for people other than myself","going to college to earn a degree in engineering"
"11570","6397","Teller","banking skills, communication","earning a college degree"
"11578","6357","an intern in the Alice radio station. ","how to work in a radio station. ","earning my college degree in broadcast journalism to become a broadcasting teacher. "
"11562","6398","Customer Service Representative at Pizza Hut","office procedures, customer service, and team work","A Dental Hygienist"
"11568","6399","Receptionist ","office skills and how to handle stressful situations","earning a college degree in chemistry"
"11617","6400","cashier for the Tangerine Turtle","money management, people skills, and organization","becoming a Pharmacist"
"11617","6401","cashier for the Tangerine Turtle","money management, people skills, and organization","becoming a Pharmacist"
"11617","6402","cashier for the Tangerine Turtle","money management, people skills, and organization","becoming a Pharmacist"
"11587","6403","Assistant Manager of the Live Sound Department","Communication skills with customers, a better understanding of sound reinforcement,  and knowledge of live and studio recording equipment. ","being a professional sound engineer"
"11590","6404","My immediate goal is to work as a sales clerk","This position will help me learn to work with the public","as i persue my long-term goal of being a U.S. Marshal"
"11618","6405","a pharmacy tech","to become prepared for my future job","becoming a pharmacist "
"11548","6406","Manager","Leader and administrative skills","learning more"
"11574","6407","Medical Records ","medical record filing ","earning a college degree in Nursing "
"11622","6408","a lifeguard","leadership skills","earning a bachelors degree in mechanical engineering"
"11516","6409","a sales associate","bussiness procedures and customer relations","earning a college degree in pediatric occupational therapy"
"11623","6410","day care worker","how to care, teach, and be more patient with children","graduating from highschool"
"11504","6411","a nurse ","to work with different children who have serious health issues be able to live a healthy life","getting accepted into Physician's Assistant school at the University of Arkansas Medical School. "
"11493","6412","an office assisstant","office procedures and better accounting skills","becoming a CPA who is able to run my own firm"
"11493","6413","an office assisstant","office procedures and accounting skills","becoming a CPA able to run my own firm"
"11601","6414","a secretary at a dentist office","office procedures ","being a Dentist"
"11559","6415","a Ultra Tan employee","communication skills, cleaning procedures, and knowledge of retail","an assistant manager in the future"
"11482","6416","a photographer","ways to improve my photography and editing skills, people skills, and business management skills","becoming a professional photographer"
"11625","6417","a broadcast journalist","and will prepare me for a career in the field of broadcast journalism","graduating from Arkansas State University with a bachelors degree in broadcast journalism. Followed by a career in the field of broadcast journalism"
"11627","6419","attorneys assistant","the procedures of running a law firm","earning a law degree"
"11577","6420","office assistant in a medical clinic","office procedures","earning a college degree in Radiology "
"11628","6421","a cashier","public relation skills","earning a college degree in nursing"
"11629","6422","a mechanical engineer","about automotive tchnology","earning a college degree in mechanical engineering"
"11632","6423","as an accounting clerk.  ","basic accounting concepts","earning a college degree in the field of accounting"
"11635","6424","Mechanical Engineering","how to solve technical and every day problems ","earning a College degree in Mechanical Engineering"
"11634","6425","My Immediate goal is to work as ","This position will hel me learn ","as i pursue my long-term goal of"
"11633","6426","Automotoive","How to fix cars and and also take them apart and put back together","Getting a college degree in this business"
"11631","6427","a car audio technician","the basics and walkthroughs of car electronics and accesories","becoming a professional car audio tech and learning more about the career"
"11636","6428","an automotive diesel mechanic"," the basic training on diesel engines and transmissions","earning a master dagree in dielsel automotive"
"11638","6429","An retail store manager ","Basic communication skills, and retail concepts","Earning a college degree Fashion and Business "
"11637","6430","intership for pre-pharmcy","from other pharmacist","earning a college bachelors degree in Pharmacist"
"11640","6431","an accounting clerk","all what will benefit me ","vghjtfg"
"11641","6432","An software developer or security engineer","more advanced levels of engineer studies","earning a college degree and pursue my career to the fullest"
"9661","5227","a customer service agent","continue to develop skills with working with the public","working at Regional Elite"
"9922","5374","a server","how to improve my customer relations skills, sense of humor, and the value of good representation","being accepted into Harvard University for Law"
"9950","5380","I want to go to St. ambrose University and major in physical therapy. ","The position will help me learn the value of working with people and being able to help them","getting paid a good salary"
"9944","5381","a nurse in radiology","how to interact with children, and how the professional field works","becoming a radiologist, and working in a children's hospital"
"9942","5382","start university of business and engineer","how to run a society and all of the details from businesses","the boss "
"9940","5383","My immediate goal is to work as a elementary education teacher or a psychologist","How to work with people, and to understand when they are talking and asking questions","Earning a college degree is psychology  or elementary education"
"9926","5384","an entry level dish washer","how to get clean dishes","chef"
"9947","5385","a manager of a luxury company","Leading skill. Negotiation skill","Earning a college degree in business management"
"9934","5386","an entry level welder","how to improve my skills with a steady hand and gain more knowledge about how to weld and increase my welding skills overall","becoming an underwater welder"
"9939","5387","a traffic engineer  ","Learn about many things, i will gain a lot of knowledge and experience ","earning my bachelors degree "
"9935","5388","Dental Assistant ","to relearn all the procedures, materials, and information that goes along with the job. ","of reinstating my position as a dental assistant "
"9949","5389","My goal is to graduate high school and join the military to become a cook or  mp and i also want to start a family while im in the military  ","My high school diploma and military training ","the military "
"9938","5390","An agricultural scientist or an animal scientist","New agricultural practices","Obtaining a masters/ph.d"
"9949","5391","My goal is to graduate high school and join the military to become a cook or  mp and i also want to start a family while im in the military  ","My high school diploma and military training ","the military "
"9941","5392","My goal is to graduate from High School then go to Black Hawk for 2 years. I want to be a preschool teacher","This position will help me work with little kids. ","being a preschool teacher"
"9936","5393","My goal is to graduate high school and go to cosmatology schooling to work towards owning my own hair salon","the things I will need to do to complete my goal","owning my own hair salon"
"9955","5394","Welder","To Weld","Welding I will have to go to a trade school or college"
"9958","5395","a physical therapist assistant. ","to work with people","a physical therapist assistant"
"9953","5396","My immediate goal is to work as a Lawyer","This position will help me learn how to defend others","My long- term goal is to get a Master degree"
"9957","5397","a motorcycle/ marine mechanic","how to deal with different troubleshooting issues with marine and motorcycle equipment","finishing my courses at MTI"
"9981","5398","a musician","public performance","becoming a professional musician"
"9963","5399","A physical therapist assistant","the tools and hand on experience","becoming a Physical Therapist"
"9984","5400","Member of the club","Leadership, teamwork, helping others","A board member of the club"
"9972","5401","an Officer for the United States Air Force","valuable leadership skills.  It will also provide me with the opportunity to gain experience in travel, communications, and linguistics
","becoming a U.S. diplomat for the United Nations"
"9967","5402","is to work a member of Kewanee High School Club","leadership
","becoming an leader who has an great work ethic"
"9964","5403","a club member","good leadership skills","earning a college degree in nursing"
"9969","5404","Preschool teacher","better understanding of children","Getting my masters degree in Elementary education"
"9970","5405","a club member at Kewanee High School","club procedures and the way things go","earning a membership spot in this illustrious club"
"9977","5406","Member","How to communicate with a team more and become a better leader","improving my leadership skills. These skills will help me become more confidant when becoming a pediatrician"
"9976","5407","Secretary","How to be organized, and help me understand how the company works","Becoming a physical Therapist over time"
"9975","5408","A member of your new club and be apart of as much of it as i can be","How to be responsible and and give me all kinds of people and general skills","Being keeper of the new club I will do all i can for this club"
"9985","5409","a history teacher","how to interact better with students and let me have a better out look on education","being a college professor in history "
"9961","5410","a pediatric oncologist","how to take care of children","getting my masters degree in pediatric care"
"9982","5411"," Mechanic","how to fix vehicles. ","To graduate High School.

Go to collage.
"
"9968","5412","a Member","skills of working with skills in working in groups","earning a college degree in becoming a worker at a big company"
"9973","5413","graduate from college with a masters degree in teaching special needs children"," more about special needs students and help them with thier condition as much as i can in school","I plan on, one day starting a foundation for children with cerebral palsy. "
"9966","5414","A classroom aide"," A student/school environment","A school counselor"
"9986","5415","gain leadership by learning and being part of this prestigious club.
","how to improve my productivness and hard-working skills.






","earning a scholarship by being a part of this club"
"9962","5416","an instructor","skills to becoming a better person","being a good role model for others to follow"
"9983","5417","a club member","new leadership skills ","earning a degree in business"
"9987","5420","a welder","basic fabrication as well, as other good on the job qualities to have","owning my own fabrication and power-sport shop"
"9987","5421","a welder","basic fabrication as well, as other good on the job qualities to have","owning my own fabrication and power-sport shop"
"9995","5422","member","How to become a better leader, and improve my communication skills","this will help me improve my leadership skills. Leadership skills will help me in my long term goal of becoming a Physical Therapist. "
"9992","5423","the President or Vice President","leadership skills and communication skills","becoming a reliable leader"
"9978","5424","office secretary","computer assistant","becoming a computer technician"
"9989","5425","a member in your club","people skills","owning my own business"
"9974","5426","an electrician","wire places up","being a certified electrician"
"9974","5427","an electrician","wire places up","being a certified electrician"
"9974","5428","an electrician","wire places up","being a certified electrician"
"10112","5438","a teller of a banker (a person that tells how much money theres is in a account","how to count money very fast. ","Going to the Millary and work for my Country"
"10107","5439","a hair styles","how 2 do better hair","getting out of school and going too college 2 do hair"
"10114","5440","is go to lsua to study journalism","how to interview people on issues"," earn a degree on broadcasting"
"10126","5441","national guard","to protect and serve","making a difference in my country
"
"10130","5442","marines","self defence, swiming skills","becoming a navy seals"
"10129","5443","Artistic, Graphic Designer","Computer Technology with design","Getting my Art degree at Full Sail University in Florida"
"10133","5444","a labor hand for Blathner energy","how to operate all the equiptment","becoming a supervisor"
"10132","5445","a musican","better musical skills","making music for a living"
"10133","5446","a labor hand for Blathner energy","how to operate all the equiptment","becoming a supervisor"
"10131","5447","teaching a dance studio","leadership,and differnt levels of dance","go to a perfoming art school"
"10131","5448","teaching a dance studio","leadership,and differnt levels of dance","go to a perfoming art school"
"10122","5449","an Army vehicle maintanace speacialist","skills to excell at my job","retire as an officer rank"
"10125","5450","An assistant to an R.A","procedures that they have to do for succesful music recruiters","learning terms for the music industry"
"10116","5451","PFC of the Untied States Marine Corps 0331 Diver and Ariborne certified","Leadership, Discipline, Physical and Moral courage, skills to excell at my MOS","becoming an Officer or Warrant officer in the Marine Corps. and stay in the marine corps for a minimum of twenty years"
"10121","5452","]","=","pij"
"10127","5453","Labor hand","to be a better listener and help me advance to a higher position","earning a bachlers degree at louisiana college"
"10135","5454","a mechanic","different parts of different vehicles","becoming an highly skilled and experienced mechanic"
"10137","5455","a sales associate. ","expand on my retail experience","gaining full time employment. "
"10141","5456","I would like to work either in a fast food restaurant or in a shopping store facility. ","This position would better help me understand money and technology better","Doing so I would be able to further my education to finish high school and go onto college and to go to law school"
"10140","5457","My primary goal is to complete high school and get a scholarship to a college. I want to go to college to become a marine biologist. I want to work at a aquarium to get more work experience before i have to get a real job","I would like a position to either care for the animal and learn more about them or feed and clean there living space. Stocking shelves is also good practice and experience for organizing and keeping track were things are","My primary goal is to complete high school and get a scholarship to a college. I want to go to college to become a marine biologist"
"10148","5458","an administrative assistant","office procedures
","earning a college degree
"
"10151","5459","a Human Resources Assistant","Office procedures, organizational skills, and life long skills","Becoming a Human Resources Manager"
"10152","5460","special education transition teacher","how to assist students to prepare for life after high school. It will also give me an opportunity to assist parents and family connect with adult agencies who can provide the support their child might need in the future","opening up my own private practice.
"
"10153","5461","My immediate goal is to work as a legal research assistant. ","This position will help me learn how to expand my legal knowledge and give me work experience to take with me in life. ","as i purse my long time goal to become a lawyer, and open my own firm. "
"10154","5462","Assistant in a business office or 

as a assistant in law","how to become a better diplomate","a degree in international business

foreign diplomacy and Law

and persue a job as a Diplomate"
"10156","5463","

 a cashier"," how to count money and feel responsible for what I have done"," of earning a college degree in counting"
"10947","5996","cna 1","more about how to care for patients in a real hospital setting outside of class","becoming a Registered Nurse"
"10947","5999","cna 1","more about how to care for patients in a real hospital setting outside of class","becoming a Registered Nurse"
"10149","5464","an Accounting Clerk","to stay focused and on task","mastering accounting in a work place"
"10159","5465","My immediate goal is to work as an Clerk/ Stock Cashier","accounting and cash handling skills






","in business"
"10523","5710","manager","business and leadership skills","owning and managing my own store"
"10526","5711","secritary for doctors offices","medicine","earning a rn"
"10524","5712","my immediate goal is to for as a part owner of the strip club foxy ladies","this position will help me learn how to treat the hot ladies there","as i pursue my long term goal of being a stripper"
"10531","5713","An Iguana","Anything","Meeting JESUS"
"10530","5714","banker

lawyer","office procedures","earning s college degree in banking "
"10529","5715","A basketball Player","More skills I need to develop","earning a college degree , and making it to the Nba"
"10525","5716","Music Organizer","Organizing Skills","Earning a degree"
"10534","5717","daycare assistant","responsibility and child care techniques","becoming an elementary school teacher"
"10537","5718","daycare worker","how to manage a group of children and learn teaching practices","becoming a classroom teacher"
"10541","5719","a lawnmower ","how to mow yards ","earning a college degree in mechanics "
"10543","5720","Hostess","responsibility and will teach me how to take care of myself","being independent"
"10535","5721","an instrument technician","good work ethics and how to work with my hands skillfully","becoming a musician/artist"
"10539","5722","a part time cashier ","how to manage money","being a responsible adult"
"10545","5723","retail sales person ","how to manage a store , and learn how to communicate with people ","learning , responsibility and commitment . "
"10547","5724","Retail salesman","How to interact with people. ","finish high school"
"10542","5725","an automotive technician","skills needed to fix things and working skills","going to the air force then go to college for four years"
"10540","5726","sporting goods store worker","learn how to care for myself ","getting myself out of collage"
"10544","5727","Babysitter","How to manage time and learn how to take care of kids","Baby sitting I will be able to tell if this job is really what i want to do. I will be able to tell if i like to work with little kids"
"10544","5728","Babysitter","How to manage time and learn how to take care of kids","Baby sitting I will be able to tell if this job is really what i want to do. I will be able to tell if i like to work with little kids"
"10548","5729","A bull stock contractor","how to work bull","stock contractor"
"10538","5730","Oncologist","How to work in a Cancer Center setting","Earning a College degree in Oncology
"
"10536","5731"," a musical instrument sells men"," more about advertising musical instruments, responsibility, and more music instruments.    ","becoming a music producer. "
"10549","5732","Landscaping","How to help more people","Landscaping i will become a higher management"
"10552","5733","a cashier at hibdons sporting goods","how to handle money and able to work with people","a ceo of a corporation, for Athletic training"
"10551","5734","An sales assistant at TWIDS Sporting Goods","Better communication skills","Being an responsible adult"
"10546","5735","Is to work at an sporting goods store or something to do with sports","More about working with people","Too help people and do what i love"
"10553","5736","a Fulltime or Parttime Employee","To utilize my people skills and particiapte in an atmosphere where my persuasive personality will benifit the company","becoming a productive member to the company "
"10555","5737","I would like to be a doctor for animals","To care for animals and help them get better after an illness . etc ","Zoology"
"10558","5738"," a camp counselor","how to create routines for children as well as teach them how to better themselves","earning a college degree in criminal justice and becoming a Correctional Officer"
"10676","5813","a waitress","to have good people skills and help build on my work experience","being an ER nurse"
"10667","5814","a logger","skills and abilities to work as a team","working as a automotive repair guy"
"10681","5815","a barista","how to create different mixtures and get me fimilar with all sorts of different people","studying for my college degree in chemistry and hospitality"
"10682","5816","A waitress","Social interaction skills, how to handle food and take orders. ","Of going on to college and earning a degree in social work"
"10674","5817","Auto-Technician assistant","To repair and improve most forms of gasoline and deisel vehicles","Owning my own Automotive body shop"
"10683","5818","is to obtain a part-time position at a school
","more about being a teacher and coach","being a high school coach. "
"10675","5819","Mechanical Engineer","Hands on Training","a bachelor's degree in Mechanical Engineering
"
"10685","5820","a filer at INB","manage customer's and learn to interact with people","owning my own nursing business"
"7972","4168","a physician","people service and medicine technologys","earning a doctorate of medicine"
"10684","5821","an diesel mechanic","mechanical skills ","earning a college degree in diesel technology"
"10689","5822","Animal Care taker","responsibility for animals and it would get me closer to my long term goal","Vet. Tech"
"10691","5823","a box boy at Steins gocery store","Resposiblity and work ethic","Earning a degree in business and music"
"10690","5824","a clerk in a local grocery store","responsibility along with a good work ethic","earning a bachelor's degree in science. "
"10688","5825","A sous chef","Responsibility's and order of kitchen  ","Becoming a head chef"
"10692","5826","a professional MMA fighter for the UFC","how to manage my emotions and keep under control in stressfull situations","becoming a MMA trainer and open my own gym"
"10694","5827","Forest Service","outdoor related things","earning a college degree"
"10686","5828","gounds keeper for SilverWood","responsibility ","being a chief fire fighter"
"10687","5829","Grounds keeper at Silverwood","Responcibility","Getting my license for physical therapy"
"10696","5830","Is to work at Millers to save money for college","How to manange my money and save it","I want to become a Ultrasound Technician but I want to get into the Radiology Program at Lewis and Clark College in Lewiston"
"10700","5831","labouror ","how to brcome a better paver","professional paver"
"10697","5832","High Ropes Instructor","Communication skills","Majoring in psychology and becoming an officer of the law"
"10695","5833","a curb and concrerte worker","how to handle conflicts, work along side others, and personal skills","earnign a college degree in the education field"
"10701","5834","s a veterianarian internee ","This position will help me learn what veterinarians do as work and you get hands on job training as a veterinarian","becoming a veterinarian myself"
"10699","5835","join a nursing program with KTECH or become a veteranarian internee/assistant","useful knowledge that I can use for the rest of my life","earning a master's degree as a physician, surgeon, or veteranarian "
"10704","5836","retail and distribution or management at Petco","gain more experience with animals","Veterinarian Technician or Assistant"
"10698","5837","cook/waiter","skills in cooking, the functions of a food producing establishment, and correct behaviour in a work environment","cillinary art"
"10705","5838","My immediate goal is to work as a dental hygientist","This position will help me learn office procedures","I persue my long-term goal of earning an associates degree in dental hygiene"
"10654","5839","a barista","how to be more responsible","earning a college degree in biology"
"10710","5840","A security guard for your business","A better way to coupe with people in a work place or any where I go","Of having a career I can enjoy doing. This job can help me know people and at the same time help me help others as well and become a leader too"
"10710","5841","A security guard for your business","A better way to coupe with people in a work place or any where I go","Of having a career I can enjoy doing. This job can help me know people and at the same time help me help others as well and become a leader too"
"10650","5842","a sales clerk","how to communicate with other people","being a succsesful buisness woman"
"10648","5843","sales assoicate at aeropostal","Work skills, money mangement, and customer service","saving money for college"
"10714","5844","High ropes instructor","Communication skills","Earn a college degree in pre-law and psychology and become an officer of the law"
"10715","5845","a lead lifeguard","responsibility, leadership, and life saving skills","helping out people and saving lives in order to become a pediatrician"
"10709","5846","Golf Course Grounds Keeper ","Landscape ","Graduating Welding Classes and getting a full time job with Ground Force"
"10651","5787","Hostess ","customer service, how to work in a fast paced environment, and how to work with a group of people.  ","attending Feather River Community College to pursue my future goal of playing volleyball at a university. "
"10722","5850","Lead guitar playing in some type of metal band","Music, on stage experience, and presence","My band and I making our name known at least throughout america"
"10706","5851","park helper","about wildlife, and the outdoors","fish and game officer"
"10727","5852","a High Ropes instructor","better communication skills","earning a pre-law and psychology degree and become an officer of the law"
"10728","5853","is to have an entry level position","more awearness of work ready skills","working full time dry walling "
"10748","5862","a social worker","inter social relationships ","becoming a school social worker"
"10749","5863","orthodontic assistant","about teeth and how they move by using many ways to manipulate them","working in a big orthodontics office
"
"10750","5864","Elementary Educator","Social interaction and child development","helping and educationg people"
