"ID","Company_Name","City","State","Employment_Start","Employment_End","ID_PK","Position","Employment_Start_Change","Employment_End_Change"
"12199","Sliverwood ","Athol ","Idaho ","07/12/12 00:00:00","09/01/12 00:00:00","7768","Locker Attendant ",,
"12259","McDonald's Restaurants  ","Coeur D Alene","ID","06/09/12 00:00:00",,"7769","Crew Member",,
"12248","4th & Main Pizza","Spirit Lake","ID","08/16/12 00:00:00",,"7770","Counter and Oven",,
"12251","Silverwood theme park ","Athol","ID","05/05/11 00:00:00",,"7771","Life Guard",,
"12249","Silverwood Themepark","Athol","ID","05/06/11 00:00:00","08/31/11 00:00:00","7772","Cashier",,
"12261","North Of the River recreations","Bakersfield ","CA","08/15/11 00:00:00","10/10/11 00:00:00","7773","Downsman",,
"12261","Silverwood Theme Park","Athol","ID","06/09/12 00:00:00","09/10/12 00:00:00","7775","Lifegaurd",,
"12261","Silverwood Theme Park","Athol","ID","05/13/13 00:00:00",,"7776","Lifegaurd",,
"12251","Silverwood theme park","athol","ID","04/28/12 00:00:00",,"7777","Guest Relations",,
"12251","Kim peck ","Athol","ID","01/01/08 00:00:00","11/14/10 00:00:00","7778","Babysitter ",,
"12266","Silverwood Theme Park","Athol","ID","04/07/13 00:00:00",,"7779","Rides Operator",,
"12264","La Sierra ","Athol ","Id ","04/04/12 00:00:00",,"7780","Waitrerss",,
"12264","Silverwood ","Athol ","ID","04/14/13 00:00:00",,"7781","Lifegaurd",,
"12265","BSA Camp Easton","Harrison","ID","06/24/12 00:00:00","08/11/12 00:00:00","7782","Dishwasher",,
"12271","Stone Road Coffee and Decor","Norway ","MI","05/21/11 00:00:00",,"7783","Barista and Cashier",,
"12271","Loadmaster","Norway ","MI","07/12/10 00:00:00","09/16/11 00:00:00","7784","Receptionist",,
"12271","Loadmaster","Norway ","MI","07/12/10 00:00:00","09/16/11 00:00:00","7785","Receptionist",,
"12271","Loadmaster","Norway ","MI","07/12/10 00:00:00","09/16/11 00:00:00","7786","Receptionist",,
"12271","Loadmaster","Norway ","MI","07/12/10 00:00:00","09/16/11 00:00:00","7787","Receptionist",,
"12274","Caruso's Deli","Hayden","ID","06/01/11 00:00:00",,"7790","general ",,
"12273","Silverwood","Athol","ID","03/30/13 00:00:00",,"7791","Food & Beverage Dept.",,
"12275","Silverwood Theme Park","Athol","ID","08/03/12 00:00:00","09/07/12 00:00:00","7792","Cook",,
"12275","Balancing Your Act","Athol","ID","02/01/11 00:00:00","04/10/13 00:00:00","7793","Assistant",,
"12275","MoCo Cellular","Coeur D'alene","ID","05/01/11 00:00:00","07/01/11 00:00:00","7794","Customer Service, Phone Repair",,
"12252","Silverwood Theme Park","Athol","ID","06/01/11 00:00:00",,"7795","Retail Cashier",,
"12277","Regal Cinema ","Coeur d'Alene ","ID","08/10/12 00:00:00","10/26/12 00:00:00","7796","Team Member ",,
"12277","Child Care ","Spirit Lake ","ID","06/10/11 00:00:00",,"7797","Babysitter ",,
"12279","4th and main pizza","Spirit Lake","ID","01/31/13 00:00:00",,"7798","cashier,dishwasher",,
"12262","Toro viejo","rathdrum ","ID","09/05/12 00:00:00","10/21/12 00:00:00","7799","waitress",,
"12280","Rn'R Dive Services","Athol","ID","07/07/08 00:00:00",,"7800","Diver, repair man",,
"12280","Tree Trimming","Athol","ID","06/13/06 00:00:00",,"7801","tree trimmer",,
"12128","Discovery Point","Alpharetta ","GA","09/14/05 00:00:00","05/07/06 00:00:00","7802","Tutor ",,
"12291","Mcdonalds ","Malta ","NY","01/04/13 00:00:00",,"7803","Front Counter",,
"12261","North Of theRiver recreations","Bakersfield ","CA","10/20/12 00:00:00","12/25/12 00:00:00","7774","Refeere",,
"12278","Erin Smith","Spirit Lake","Idaho","06/01/08 00:00:00","06/08/12 00:00:00","7804","Babysitter",,
"12315","St. Mary's Chruch","Sault Ste. Marie","Michigan","06/01/12 00:00:00","08/01/12 00:00:00","7805","Yard keeper","Month-Only","Month-Only"
"12307","The Antlers ","Sault Sainte Maire","MI","06/17/12 00:00:00",,"7806","Busser, Dishwasher",,
"12315","Camp Hiawatha","Munsing ","Michigan","06/01/10 00:00:00","08/01/11 00:00:00","7807","Health Counselor","Month-Only","Month-Only"
"12317","Babysitting","Sault Ste. Marie","Mi","06/10/11 00:00:00","08/26/12 00:00:00","7808","Watching kids",,
"12315","Bureau of Reclamtion","Chester","Montana","06/01/13 00:00:00","08/01/13 00:00:00","7809","Laborer",,"Month-Only"
"12316","Gold Leaf Services","Westland","Michigan","07/14/12 00:00:00","09/01/12 00:00:00","7810","landscaping ",,
"12380","Cleveland Carts","Cleveland","GA","08/18/13 00:00:00","12/26/20 00:00:00","7919","Administrative Assistant",,
"12376","Stephens County Middle School","Toccoa","GA","04/15/12 00:00:00","04/15/12 00:00:00","7920","30577",,
"12377","The White County YMCA","Cleveland","Ga","01/07/11 00:00:00",,"7921","Concession manager",,
"12404","Cleveland carts","cleveland","GA","04/10/13 00:00:00",,"7922","manager",,
"12404","Cleveland carts","cleveland","GA","04/10/13 00:00:00",,"7923","manager",,
"12404","Cleveland carts","cleveland","GA","04/10/13 00:00:00",,"7924","manager",,
"12404","Cleveland carts","cleveland","GA","04/10/13 00:00:00",,"7925","manager",,
"12404","Cleveland carts","cleveland","GA","04/10/13 00:00:00","06/15/13 00:00:00","7926","manager",,
"12404","Cleveland carts","cleveland","GA","04/10/13 00:00:00","06/15/13 00:00:00","7927","manager",,
"12404","Cleveland carts","cleveland","GA","04/10/13 00:00:00","06/15/13 00:00:00","7928","manager",,
"12404","Cleveland carts","cleveland","GA","04/10/13 00:00:00","06/15/13 00:00:00","7929","manager",,
"12404","Cleveland carts","cleveland","GA","04/10/13 00:00:00",,"7930","manager",,
"12404","Cleveland carts","cleveland","GA","04/10/13 00:00:00","06/15/13 00:00:00","7931","manager",,
"12405","Wilford's Training ","Cleveland ","Georgia","05/26/12 00:00:00",,"7932","Trainer",,
"12376","Forget me not Nails","Cleveland","GA","05/01/13 00:00:00","05/20/13 00:00:00","7933","Boss",,
"12410","Babyland General Hospital ","Cleveland","Georgia","06/10/12 00:00:00",,"7934","Nurse",,
"12490","Classy Glass","Cleveland","Georgia","01/01/13 00:00:00","01/01/13 00:00:00","7935","Window Washer","Year-Only","Year-Only"
"12491","Glendas","cleveland","GA","10/16/12 00:00:00","11/27/13 00:00:00","7936","waitress/extra",,
"12409","Army National Guard ","palm beach ","FL ","06/02/13 00:00:00",,"7937","PFC ",,
"12434","Yonah Pizza and Subs","Cleveland","Ga","06/20/13 00:00:00",,"7938","Waitress",,
"12871","Ebenezer Vacation Bible School","Rincon","GA","06/10/13 00:00:00",,"8141","Camp Counsler ",,
"12870","Redmond Sperior Lawncare. ","Springfield","Ga","01/01/06 00:00:00",,"8142","Vice president",,
"12802","Ola highschool football","mcdonough","georgia","08/06/12 00:00:00",,"8143","manager/watergirl",,
"12871","YMCA","Rincon ","GA","01/10/13 00:00:00","08/15/13 00:00:00","8144","Sercurity ",,
"9842","Onchuck Construction Inc","Mooreton","ND","05/20/13 00:00:00","08/08/13 00:00:00","8145","Framer/ Carpenter",,
"12890","N/A","N/A","N/A","12/29/13 00:00:00","12/29/13 00:00:00","8146","N/A",,
"12901","Miller's Takeout","Bryant","AR","01/01/10 00:00:00","06/01/11 00:00:00","8147","Manager","Month-Only","Month-Only"
"12893","Taco Bell ","Coloardo Springs ","Colorado ","01/11/13 00:00:00","06/06/13 00:00:00","8148","Cashier; Driver thru cashier ",,
"12893","Information Technology Internship ","Colorado Springs","Colorado ","03/12/13 00:00:00","05/21/13 00:00:00","8149","Security; Assistant ",,
"12891","Burger King","rincon","Ga","07/20/13 00:00:00",,"8150","cook",,
"12910","Wal mart","rincon","GA","08/28/13 00:00:00",,"8151","fish tanks",,
"12909","None","Cylo","Ga","12/20/12 00:00:00","12/22/12 00:00:00","8152","childcare (babysitting)",,
"12903","Burger King","Rincon","GA","08/09/12 00:00:00","08/10/12 00:00:00","8153","Manager",,
"12914","Happy Day Daycare","Brooklet","GA","06/01/13 00:00:00","07/12/13 00:00:00","8154","Babysitter",,
"12903","N/A","Rincon","GA","08/11/12 00:00:00","08/17/13 00:00:00","8155","cat sitter",,
"12896","Aunte fifi's resturant ","myrtle beach","FL","10/10/12 00:00:00",,"8156","chef",,
"12908","Bath & Body works","Savannah","Georgia","03/10/13 00:00:00","08/17/13 00:00:00","8157","Cashier",,
"12913","Daisy's daycare","Guyton","Georgia","06/01/13 00:00:00","07/31/13 00:00:00","8158","Toddlers",,
"12892","Lawn care","rincon","ga","05/15/10 00:00:00",,"8159","weed eater",,
"12899","My Dad","Guyton ","GA","02/10/11 00:00:00",,"8160","Grass cutter",,
"12906","Ardmore Farm","Springfield","GA","07/11/07 00:00:00","06/10/11 00:00:00","8161","Caretaker",,
"12889","Katelyn's Daycare","Rincon","Georgia","05/26/11 00:00:00",,"8162","Babysitter",,
"12900","Sterling Buchan","Statesboro","GA","01/01/13 00:00:00","01/01/13 00:00:00","8163","Babysitter","Year-Only","Year-Only"
"12907","Dena Cutchens ","Springfield","Georgia ","01/01/13 00:00:00","01/08/13 00:00:00","8164","Babysitter ",,
"12907","Jessie Sentney","Guyton","Georgia ","04/01/13 00:00:00","04/14/13 00:00:00","8165","Babysitter",,
"12917","Bk","guyton","ga","02/07/13 00:00:00",,"8166","cook",,
"12909","None","clyo","Ga","05/01/10 00:00:00",,"8167","Lawn care","Month-Only",
"12907","Washing my Parents' Car","Springfield","Georgia ","06/07/13 00:00:00","06/07/13 00:00:00","8168","Car washer ",,
"12900","Lawn Service","Guyton","GA","01/01/13 00:00:00","01/01/13 00:00:00","8169","Lawn Cutter","Year-Only","Year-Only"
"12900","Lawn Service","Guyton","GA","01/01/13 00:00:00","01/01/13 00:00:00","8170","Lawn Cutter","Year-Only","Year-Only"
"12900","Lawn Service","Guyton","GA","01/01/13 00:00:00","01/01/13 00:00:00","8171","Lawn Cutter","Year-Only","Year-Only"
"12900","Lawn Service","Guyton","GA","01/01/13 00:00:00","01/01/13 00:00:00","8172","Lawn Cutter","Year-Only","Year-Only"
"12900","Lawn Service","Guyton","GA","01/01/13 00:00:00","01/01/13 00:00:00","8173","Lawn Cutter","Year-Only","Year-Only"
"12900","Lawn Service","Guyton","GA","01/01/13 00:00:00","01/01/13 00:00:00","8174","Lawn Cutter","Year-Only","Year-Only"
"12670","The Yancey Family ","McDonough","Ga","11/25/07 00:00:00","09/06/12 00:00:00","8175","Care Taker",,
"12920","JW AUTO REPAIR","ORLANDO","FLORDIA","01/24/12 00:00:00",,"8176","HEAD MECHANIC",,
"12921","Baby, Sit Me!","Guyton","GA","01/16/13 00:00:00",,"8177","Head Babysitter",,
"12933","Johnsons On Fourth"," Rincon","Ga","07/20/13 00:00:00","12/27/13 00:00:00","8178","Waitress/ Dishwasher",,
"12925","My house","rincon","ga","01/01/13 00:00:00",,"8179","babysitting","Year-Only",
"12927","Burger king","springfield","georgia","06/11/11 00:00:00","06/16/12 00:00:00","8180","manager",,
"12940","Bros Mow","Guyton","GA","06/02/13 00:00:00",,"8181","CEO",,
"12940","Odd Jobs","Savannah","GA","01/01/09 00:00:00",,"8182","Employee",,
"12935","Dairy Queen","Guyton","Ga","04/02/13 00:00:00",,"8183","Cashier/Run/Drive thru",,
"12934","Dairy Queen","Rincon","Ga","04/07/13 00:00:00",,"8184","Cashier",,
"12923","New Ebenezer Retreat Center","Ebenezer","GA","06/28/13 00:00:00",,"8185","Kitchen worker, Matinence.",,
"12942","Cheer Savannah Inc","Savannah","GA","07/06/13 00:00:00",,"8186","Coach ",,
"12926","Rincon Collision Center","Springfield","Georgia","05/24/10 00:00:00",,"8187","Auto-body repair and paint employee",,
"12930","Burger King","Springfield","GA","02/13/13 00:00:00","04/03/13 00:00:00","8188","Cahsier",,
"12922","22","springfield","GA","01/01/13 00:00:00","01/01/13 00:00:00","8189","kicker","Year-Only","Year-Only"
"12941","Family friend: Terra Duff","Rincon","GA","05/01/11 00:00:00","07/10/12 00:00:00","8190","Babysitter",,
"12924","N/A","Rincon","Georgia","01/01/12 00:00:00",,"8191","Child Care Provider","Year-Only",
"12948","Zumies","savannah","georgia","01/21/12 00:00:00","04/16/13 00:00:00","8193","cashier",,
"12953","Bojangles","Port Wentworth","GA","06/09/13 00:00:00","06/26/13 00:00:00","8194","drive thru",,
"12954","Bruce Wayne","Guyton","GA","12/31/12 00:00:00","01/01/13 00:00:00","8195","Professional Toast Butter",,
"12953","Sonic","Rincon","GA","06/10/13 00:00:00",,"8196","Drive thru/Carhop",,
"12947","Tomorrow?","Stillwell","GA","05/10/20 00:00:00","04/18/30 00:00:00","8197","President",,
"12961","Vickery Brothers Floor Covering","springfield","georgia","07/12/13 00:00:00",,"8198","worker",,
"12963","Georgia ports authority","garden city","ga","06/25/13 00:00:00",,"8199","cash register",,
"12958","My house","rincon","GA","01/01/13 00:00:00",,"8200","Member",,
"12957","Subway ","Guyton","GA ","04/09/11 00:00:00",,"8201","Customer service ",,
"12950","Effingham Police Department","Springfield","Ga","07/03/16 00:00:00","02/26/18 00:00:00","8202","in take juveniels",,
"12955","Ubisoft","New York","New York","02/13/11 00:00:00","02/17/11 00:00:00","8203","intern",,
"12696","McCleod Residence","McDonough","Georgia","05/01/13 00:00:00","07/01/13 00:00:00","8204","child care taker","Month-Only","Month-Only"
"12952","Yamaha","guyton","ga","08/28/13 00:00:00","02/03/50 00:00:00","8207","ceo",,
"12949","Leonard's Landscaping ","Thompson","Georgia","05/10/11 00:00:00","11/20/11 00:00:00","8208","Gardening",,
"12692","The Digsbey Family ","Mcdonough ","Georgia ","01/01/11 00:00:00","01/01/13 00:00:00","8210","Babysitter ","Year-Only","Year-Only"
"12692","Studio Hair ","Mcdonough ","Georgia ","01/01/12 00:00:00","01/01/13 00:00:00","8211","Hair Washer ","Year-Only","Year-Only"
"12966","Subway","Rincon ","GA","04/06/13 00:00:00","08/02/13 00:00:00","8212","Manager",,
"12951","Tony and Jennifer Zimlich","Rincon","Georgia","05/01/11 00:00:00",,"8213","Babysitter",,
"12949","Chase Babysitting Service","Springfield","Georgia","01/01/13 00:00:00",,"8214","Babysitter",,
"12965","The Technology Lab","Springfield","GA","08/28/13 00:00:00",,"8215","Manager ",,
"12951","Chris and Alisha Olding","Rincon","Georgia","01/01/10 00:00:00",,"8216","Babysitter",,
"12949","Frank's Forensics Team","Greensboro","Georgia","07/27/13 00:00:00",,"8217","Assistant",,
"12703","Lincolin Insurance Group","McDonough","GA","06/04/13 00:00:00","07/12/13 00:00:00","8218","Assistant",,
"12964","Athletic","guyton","GA","11/09/13 00:00:00",,"8219","PFC head coach",,
"12967","Baby Sitting","McDonough","GA","06/01/13 00:00:00","07/29/13 00:00:00","8220","Babysitter",,
"12980","Day-Care","New York City","NY","01/20/10 00:00:00","06/24/13 00:00:00","8221","Helper",,
"12978","Johnson Office","Miami","Florida","04/07/13 00:00:00",,"8222","Secretary",,
"12991","Airforce","rincon","GA","06/22/15 00:00:00","05/21/35 00:00:00","8223","officer/pilot",,
"12997","Palmetto Indoor Range","Hardeville","SC","02/10/13 00:00:00",,"8224","Counter",,
"12982","St.leeann hositpal","atlanta","ga","05/07/13 00:00:00",,"8225","doctotr",,
"12985","Mcdonalds","Rincon","GA","06/14/12 00:00:00","08/10/13 00:00:00","8226","Casher",,
"12984","Grey Phobia","N/A","GA","08/03/13 00:00:00",,"8227","Co-Director",,
"12979","Walmart","Springfield","GA","06/17/14 00:00:00","03/15/17 00:00:00","8228","Assitant Manager",,
"12987","Army National Guard","San Francisco","CA","11/21/24 00:00:00",,"8229","PFC, Unit Administrator",,
"13198","Bailey ","Rincon","Georgia ","10/10/12 00:00:00",,"8387","Babysitter ",,
"12976","McDonalds","Rincon","GA","01/07/12 00:00:00","01/07/13 00:00:00","8230","Cooking Hamburgers",,
"12996","Spinnker Motel","Hilton Head Island ","S.c","05/27/13 00:00:00",,"8232","Housekeeper",,
"13000","Army national guard","palm beach","fl","02/27/13 00:00:00",,"8233","pfc",,
"12971","Law and order svu ","new york city ","new york ","01/01/13 00:00:00","01/01/13 00:00:00","8234","pros","Year-Only","Year-Only"
"12989","Burger King","Miami","FL","01/26/15 00:00:00","03/13/16 00:00:00","8235","Manager",,
"12990","Harvys","montgumery","washington","03/09/13 00:00:00","04/15/13 00:00:00","8236","boss",,
"12986","Burger King","Springfield","GA","01/10/13 00:00:00",,"8237","Cook",,
"12989","Wal-Mart","Miami","FL","03/14/13 00:00:00",,"8238","Manager",,
"12971","Law and order svu ","new york city ","new york ","01/14/13 00:00:00",,"8239","proscuter",,
"12973","Rincon club house","rincon","georgia","01/01/08 00:00:00","01/01/13 00:00:00","8240","cleaner","Year-Only","Year-Only"
"12992","Pizza Hut","Rincon","GA","05/27/11 00:00:00","12/23/13 00:00:00","8241","VP",,
"12981","My Big sister's Childcare","rincon","GA","09/22/11 00:00:00","01/01/13 00:00:00","8242","Care Taker",,"Year-Only"
"12970","Army National Gaurd ","Palm Beach ","FL","05/11/04 00:00:00","04/12/07 00:00:00","8244","PFC, unit Administrator ",,
"12988","Home Depot","savannah","Georgia","08/18/14 00:00:00",,"8245","assissitant",,
"12999","None","No where","GA","08/04/98 00:00:00",,"8246","not working",,
"12993","Law and Order SVU","New York","New York City","01/01/13 00:00:00","01/01/13 00:00:00","8247","Prosecuter","Year-Only","Year-Only"
"13048","Larry","Couer dAlene","ID","09/12/12 00:00:00","09/16/12 00:00:00","8248","mover",,
"13045","Pimp that hoe","clyo","georgia","01/01/13 00:00:00",,"8249","ceo",,
"13009","Parkers","springfeild ","ga","01/01/13 00:00:00","08/04/13 00:00:00","8250","casher",,
"13031","Shoe Show","Rincon","GA","02/08/11 00:00:00","02/10/13 00:00:00","8251","Manager",,
"13024","Army Acadamey","Los Angeles","CA","12/25/18 00:00:00",,"8252","Navy",,
"13013","Footlocker","Savannah","Georgia","07/12/12 00:00:00",,"8253","Seller",,
"13025","Strategic Response Unit","Toronto","Canada","01/01/13 00:00:00","01/01/13 00:00:00","8254","Strategic Response Unit, Negotiator","Year-Only","Year-Only"
"13007","Melanie Coppin","Savannah","GA","07/17/13 00:00:00","07/17/13 00:00:00","8255","babysitter",,
"13043","Smoothie King","Savannah","Ga","06/01/13 00:00:00",,"8256","Janitor",,
"13029","Mom","guyton","Georgia","12/02/98 00:00:00",,"8257","worker",,
"12919","Lovlely Hair And Nails","Rincon ","Georgia","02/19/13 00:00:00",,"8258","Stylist",,
"12833","Hershend Family Entertainment","Snellville","GA","07/04/13 00:00:00",,"8259","Food Service Team Memeber",,
"13054","Army National Guard","Palm  Beach","FL","01/01/13 00:00:00","01/01/13 00:00:00","8260","PFc","Year-Only","Year-Only"
"12807","Tiny Tots Daycare","Rich Square","North Carolina","06/18/12 00:00:00","08/17/12 00:00:00","8261","Assistant",,
"13055","Angles N' Me Daycare","snellville","Ga","05/15/13 00:00:00",,"8262","Babysitter",,
"12820","Big Star","Lilburn","GA","03/01/92 00:00:00","07/01/94 00:00:00","8263","Customer Service Representative","Month-Only","Month-Only"
"12811","Victory Family Skating Center","Portsmouth","Virginia","09/19/11 00:00:00","06/16/12 00:00:00","8264","Floor guard, cashier, event hostess",,
"12816","Triple 7 Summer Camp","Snellville","GA","06/06/13 00:00:00","07/29/13 00:00:00","8265","Counseler",,
"12829","Integrity Christian Academy summer camp","Snellville","Ga","06/01/12 00:00:00","07/28/12 00:00:00","8266","Counselor ",,
"12820","SunTrust Bank","Atlanta","GA","02/01/98 00:00:00","07/01/00 00:00:00","8267","Assistant Branch Manager","Month-Only","Month-Only"
"12812","Arby's","Loganville ","GA","06/14/12 00:00:00",,"8268","Cashier/Sales Associte",,
"12820","South Gwinnett High School","Snellville ","GA","07/01/00 00:00:00",,"8269","Business Education Teacher","Month-Only",
"12807","HCHS Concession Stand","Murfreesboro","North Carolina","09/24/12 00:00:00","01/28/13 00:00:00","8270","Cashier/Cook",,
"12836","Rock A Bye Baby","Snellville","Ga","03/17/12 00:00:00","01/11/13 00:00:00","8271","Babysitter",,
"13053","Ricks paint shop","snellville","GA","01/10/13 00:00:00","05/27/13 00:00:00","8272","student",,
"12810","This is It","Stonme Mountain","GA","01/01/11 00:00:00","01/01/12 00:00:00","8273","Waitress","Year-Only","Year-Only"
"12810","Starbucks","Snellville","GA","01/01/13 00:00:00","01/01/13 00:00:00","8274","Cashier","Year-Only","Year-Only"
"12810","McDonalds","Snellville","GA","01/01/13 00:00:00","01/01/13 00:00:00","8275","Cashier","Year-Only","Year-Only"
"12810","Hollister","Atlanta","GA","01/01/13 00:00:00","01/01/13 00:00:00","8276","Cashier, Sales Associate ","Year-Only","Year-Only"
"13072","Children crossing","Lawerenceville","GA","01/01/13 00:00:00",,"8277","Asistance teacher","Year-Only",
"13071","Mario's Bowling and Entertainment Center","Nassau","The Bahamas","08/06/12 00:00:00","08/31/12 00:00:00","8278","summer student.",,
"13064","Jeans restaurant","Rincon","Ga","09/02/13 00:00:00","06/08/14 00:00:00","8279","waitress",,
"13061","Effingham County School Store","Springfield","GA","03/20/13 00:00:00","05/27/13 00:00:00","8280","Clerk",,
"13067","Daycare Happys ","Palm Beach","FL","09/13/10 00:00:00","06/12/12 00:00:00","8281"," one to six Nurse",,
"13067","Daycare Happys ","Palm Beach","FL","09/13/10 00:00:00","06/12/12 00:00:00","8282"," one to six Nurse",,
"13063","N/A","Savannah","GA","01/01/13 00:00:00","01/01/13 00:00:00","8283","N/A","Year-Only","Year-Only"
"12563","Mac","Atlanta","GA","06/10/13 00:00:00","11/15/13 00:00:00","8284","salesmen",,
"12540","Child care ","spartanburg","south carolina","07/05/11 00:00:00",,"8285","care taker of children",,
"12928","Babysitting","Guyton","GA","05/27/12 00:00:00",,"8286","the babysitter",,
"13079","Bowers Lawncare","Statesboro ","GA","06/12/12 00:00:00",,"8287","landscaper",,
"12547","Metro Metal Works ","McDonough","GA","06/01/13 00:00:00",,"8288","Secretary Fill-In","Month-Only",
"12564","Church","jonesboro","georgia","01/02/09 00:00:00",,"8289","nursery",,
"12558","The Veternairy Clinic","Marietta","GA","06/02/12 00:00:00","07/29/12 00:00:00","8290","Kennel Worker",,
"12795","Corbits collision","pike","GA","05/29/13 00:00:00",,"8291","helper",,
"13081","Echelon Sport Horses","Guyton","GA","07/08/13 00:00:00",,"8292","Stable Hand",,
"12795","Self employed","mcdonough","GA","01/24/10 00:00:00",,"8293","lawn care assistant ",,
"13083","Griffin Electric Company","Pooler","GA","05/12/13 00:00:00",,"8294","Assistant",,
"13074","Spine & Sport","Effingham","GA","01/01/13 00:00:00","01/01/13 00:00:00","8295","PT","Year-Only","Year-Only"
"12573","Big Stix Baseball","McDonough","GA","04/12/13 00:00:00","08/03/13 00:00:00","8296","1st base coach",,
"13092","Deenos ","Rincon ","GA","01/01/13 00:00:00","01/01/13 00:00:00","8297","Teacher ","Year-Only","Year-Only"
"13093","Vaction Bible School","White Lake","Michigan","01/01/11 00:00:00","01/01/11 00:00:00","8298","Helper","Year-Only","Year-Only"
"13080","Blake's Chairs","Guyton","GA","04/17/13 00:00:00",,"8299","Founder",,
"13082","Vaction bible school ","rincon","georgia","07/22/13 00:00:00","07/26/13 00:00:00","8300","crew leader",,
"13087","Burger King","Springfield ","GA","04/15/13 00:00:00",,"8301","Crew Member",,
"13089","Relay For Liife","Springfield","Georgia","06/15/13 00:00:00","06/15/13 00:00:00","8302","helped ",,
"13092","Relay for life ","Springfield ","GA","01/01/13 00:00:00","01/01/13 00:00:00","8309","Helper","Year-Only","Year-Only"
"13091","Girl scouts of america ","gyuton","GA","01/12/07 00:00:00",,"8310","girl scout ",,
"13090","Hide n seek towing","gradencity ","Ga","05/09/13 00:00:00","08/03/13 00:00:00","8312","assistant",,
"13078","Get-r-Done pressure washing","guyton","ga","02/06/07 00:00:00",,"8313","equipment",,
"13078","Get-r-Done lawn care","Guyton","ga","05/15/10 00:00:00",,"8314","equipment",,
"13088","Ephesus VBS","Rincon","Ga","01/01/13 00:00:00","01/01/13 00:00:00","8315","VBS leader","Year-Only","Year-Only"
"13099","Frank and Linda's","Rincon","GA","05/23/13 00:00:00",,"8316","Hostish",,
"13114","Millegeville Band Camp","Milligdeville","GA","07/01/13 00:00:00","07/05/13 00:00:00","8317","Muscian",,
"13102","N/A"," N/A","N/A","01/01/13 00:00:00","01/01/13 00:00:00","8318","N/A","Year-Only","Year-Only"
"13103","Zaxby's","SAVANNAH","GA","12/19/12 00:00:00","08/10/13 00:00:00","8319","Cooker",,
"13113","Walmart","Rincon","Georgia","03/31/12 00:00:00","06/15/13 00:00:00","8320","Manager",,
"12656","Landscaping","McDonough","GA","08/09/10 00:00:00",,"8321","landscaper",,
"13117","Loving Daycare","Garden City","Georgia","06/10/13 00:00:00","08/03/13 00:00:00","8322","Helper",,
"12937","Low Country Carpet Cleaning and Pressure Washing.","Rincon GA","Georgia","07/23/13 00:00:00",,"8323","Employee",,
"12937","Lawn Care","Rincon GA","Georgia","01/01/13 00:00:00",,"8324","Employee",,
"13131","Army national guard","palm beach","fl","04/05/14 00:00:00","07/03/14 00:00:00","8325","unit adminstrator",,
"13122","Breakfast at fonis ","norcross ","ga","06/29/13 00:00:00","08/16/13 00:00:00","8326","cashier",,
"13122","Wing time ","lithonia","ga","03/05/11 00:00:00","09/18/12 00:00:00","8328","cashier/cook ",,
"13135","Tyuj","jy","ru","02/05/13 00:00:00",,"8329","u",,
"13126","Kroger","loganville","ga","02/11/12 00:00:00","01/01/13 00:00:00","8331","cashier",,"Year-Only"
"12939","Effingham County Sheriffs Office","Springfield","GA","09/10/12 00:00:00",,"8332","Lt. ",,
"13123","Stephanie","Snellville ","GA","01/22/13 00:00:00",,"8333","babysitter",,
"12939","Bonnie Fraley","Faulkville","GA","08/03/13 00:00:00",,"8334","babysitter",,
"13123","March of DImes","Vero Beach","FL","10/28/13 00:00:00","10/31/13 00:00:00","8335","haunted house",,
"12939","Jessica & Terry Scott","Eden","GA","05/24/10 00:00:00","08/05/10 00:00:00","8336","babysitter",,
"13132","Mcdonalds ","Snellbille ","GA ","10/24/12 00:00:00",,"8337","Crew Memeber ",,
"12936","My house","guyton","ga","04/12/13 00:00:00","08/08/13 00:00:00","8338","lawn mower",,
"12944","Walmart","Rincon","GA","06/25/13 00:00:00",,"8339","Head of security",,
"12924","YMCA","Augusta","Geogria","01/01/11 00:00:00","01/01/12 00:00:00","8340","Volunteer Work","Year-Only","Year-Only"
"13119","McBride House ","McDonough","GA","07/21/10 00:00:00",,"8341","Home Maintenance",,
"12938","Dog Sitting","Clyo ","GA","02/03/11 00:00:00","05/14/13 00:00:00","8342","Lead dog walker",,
"12924","Highland Animal Hospital","Augusta","Georgia","01/01/11 00:00:00","01/01/12 00:00:00","8343","Shadow","Year-Only","Year-Only"
"13129","Edinburg high school ","edinburg","texas","03/13/12 00:00:00","03/14/12 00:00:00","8344","help set up for prep allys",,
"13163","Studier's Honey Pot","Guyton","Georgia","01/01/13 00:00:00","01/01/13 00:00:00","8345","Hay worker","Year-Only","Year-Only"
"13156","Hibbetts","rincon","georgia","01/10/13 00:00:00","12/25/13 00:00:00","8346","manager",,
"13158","Babysitting","Rincon","GA","09/10/07 00:00:00",,"8347","babysitter",,
"13142","Charolette Rousse","Savannah","Georgia ","05/13/13 00:00:00",,"8348","Assistant Manager",,
"13148","Ymca ","rincon ","GA","05/25/13 00:00:00",,"8349","Assistant ",,
"13155","Total lawn care","savannah ","georgia","06/07/08 00:00:00","08/01/13 00:00:00","8350","assitant",,
"13158","Mowing Grass","Springfield","GA","07/15/13 00:00:00",,"8351","mower",,
"13139","Rincon Library","Rincon ","GA","06/11/11 00:00:00",,"8352","Volunteer",,
"13157","Baby Sitting","Guyton","GA","01/01/10 00:00:00",,"8353","babysitter","Year-Only",
